Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.20815,0.55615,0.17235,0.09408,0.12166,0.20304,0.1751,0.13842,0.10118,0.02727,0.03669,0.05057,0.0377,0.035,0.01323,0.01789
5 to 9,0.52946,2.12069,0.92762,0.29982,0.15687,0.10685,0.12599,0.16517,0.13292,0.04539,0.06973,0.04556,0.04174,0.04685,0.0284,0.01843
10 to 14,0.27754,0.79614,3.36117,1.42906,0.23958,0.09854,0.19605,0.12745,0.21333,0.06057,0.08108,0.0502,0.0368,0.0305,0.04191,0.02789
15 to 19,0.21629,0.23299,0.55426,4.52139,1.6276,0.40642,0.16487,0.09952,0.14452,0.12183,0.12712,0.06284,0.06166,0.03386,0.08248,0.01625
20 to 24,0.37719,0.20355,0.37818,1.12917,2.71524,1.17127,0.45031,0.24457,0.26762,0.17276,0.2395,0.16235,0.13407,0.10197,0.0789,0.03669
25 to 29,0.61275,0.42971,0.3402,0.56179,1.14171,1.58991,0.70422,0.45661,0.34183,0.22812,0.3234,0.2911,0.21948,0.16941,0.1224,0.05211
30 to 34,0.76313,0.56538,0.42322,0.38342,0.72911,0.97426,0.95182,0.61584,0.50845,0.30149,0.25541,0.32509,0.24411,0.23112,0.13585,0.10663
35 to 39,0.67702,0.6493,0.52319,0.47461,0.5007,0.67447,0.70257,0.77569,0.56802,0.34818,0.25614,0.27887,0.30248,0.21414,0.1955,0.08848
40 to 44,0.50187,0.60129,0.66141,0.5321,0.42628,0.49371,0.48402,0.59211,0.67447,0.3657,0.3173,0.29838,0.28556,0.22315,0.25059,0.09241
45 to 49,0.37183,0.30219,0.43951,0.495,0.52001,0.46757,0.38683,0.39752,0.42964,0.39209,0.37077,0.21997,0.24189,0.1856,0.19758,0.11988
50 to 54,0.45928,0.24728,0.29508,0.22838,0.32273,0.40391,0.40097,0.27693,0.30128,0.31181,0.29766,0.3299,0.22371,0.20963,0.16513,0.08935
55 to 59,0.41903,0.28001,0.20052,0.12393,0.23357,0.23667,0.31626,0.23986,0.15487,0.15601,0.25774,0.33663,0.30301,0.2481,0.18025,0.09424
60 to 64,0.31961,0.29881,0.16168,0.10437,0.10797,0.10713,0.16631,0.23665,0.16854,0.12747,0.17994,0.25039,0.30275,0.27029,0.34077,0.10246
65 to 69,0.26998,0.2189,0.16418,0.09328,0.08145,0.07839,0.11919,0.16273,0.11768,0.08302,0.09777,0.13902,0.21958,0.23422,0.30547,0.13586
70 to 74,0.19048,0.11677,0.13111,0.06258,0.10034,0.05526,0.06759,0.10796,0.10083,0.08333,0.07258,0.08678,0.17346,0.13977,0.31712,0.13328
75+,0.09345,0.08991,0.11765,0.04333,0.08243,0.02905,0.0655,0.04456,0.0444,0.06712,0.05104,0.04915,0.07592,0.08699,0.12059,0.09432
