Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.3113,0.58866,0.16839,0.08393,0.11637,0.20164,0.18821,0.15874,0.09563,0.02641,0.04027,0.05879,0.03932,0.02918,0.00927,0.01052
5 to 9,0.57466,2.24467,0.90629,0.26746,0.15005,0.10612,0.13543,0.18942,0.12564,0.04395,0.07652,0.05297,0.04353,0.03906,0.01989,0.01084
10 to 14,0.30124,0.84269,3.28386,1.27481,0.22917,0.09786,0.21073,0.14616,0.20163,0.05864,0.08898,0.05837,0.03837,0.02543,0.02935,0.0164
15 to 19,0.23476,0.24661,0.54151,4.03334,1.55688,0.40361,0.17722,0.11413,0.1366,0.11796,0.1395,0.07306,0.0643,0.02823,0.05778,0.00956
20 to 24,0.4094,0.21545,0.36948,1.00729,2.59726,1.16319,0.48404,0.28047,0.25295,0.16728,0.26283,0.18875,0.13981,0.08502,0.05527,0.02157
25 to 29,0.66506,0.45483,0.33238,0.50115,1.0921,1.57893,0.75698,0.52364,0.32309,0.22088,0.3549,0.33844,0.22887,0.14125,0.08573,0.03065
30 to 34,0.82829,0.59843,0.41348,0.34204,0.69743,0.96754,1.02312,0.70624,0.48058,0.29192,0.28029,0.37796,0.25456,0.1927,0.09516,0.06271
35 to 39,0.73482,0.68725,0.51116,0.42338,0.47894,0.66981,0.7552,0.88955,0.53688,0.33713,0.28109,0.32422,0.31543,0.17854,0.13693,0.05204
40 to 44,0.54472,0.63644,0.6462,0.47467,0.40776,0.4903,0.52027,0.67903,0.6375,0.3541,0.34821,0.3469,0.29778,0.18605,0.17553,0.05434
45 to 49,0.40358,0.31985,0.42941,0.44157,0.49741,0.46434,0.4158,0.45587,0.40609,0.37964,0.40689,0.25574,0.25224,0.15475,0.13839,0.0705
50 to 54,0.49849,0.26174,0.28829,0.20373,0.30871,0.40112,0.43101,0.31758,0.28477,0.30191,0.32665,0.38355,0.23329,0.17478,0.11567,0.05255
55 to 59,0.4548,0.29638,0.19591,0.11056,0.22342,0.23504,0.33995,0.27507,0.14638,0.15106,0.28285,0.39137,0.31598,0.20685,0.12625,0.05542
60 to 64,0.3469,0.31627,0.15796,0.0931,0.10328,0.10639,0.17877,0.27139,0.1593,0.12342,0.19747,0.29111,0.31571,0.22536,0.23869,0.06025
65 to 69,0.29303,0.23169,0.16041,0.08321,0.07791,0.07785,0.12812,0.18661,0.11123,0.08038,0.1073,0.16163,0.22898,0.19529,0.21396,0.0799
70 to 74,0.20674,0.1236,0.1281,0.05582,0.09598,0.05488,0.07265,0.12381,0.09531,0.08069,0.07965,0.1009,0.18088,0.11654,0.22212,0.07838
75+,0.10143,0.09517,0.11495,0.03865,0.07885,0.02885,0.07041,0.0511,0.04197,0.06499,0.05601,0.05714,0.07917,0.07253,0.08446,0.05547
