Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.68473,0.31759,0.11473,0.08435,0.13306,0.24155,0.19216,0.15027,0.12533,0.03239,0.05051,0.0773,0.05158,0.04481,0.01507,0.01721
5 to 9,0.30008,1.21103,0.6175,0.26881,0.17157,0.12712,0.13827,0.17932,0.16465,0.0539,0.09598,0.06964,0.0571,0.05998,0.03236,0.01773
10 to 14,0.1573,0.45464,2.23745,1.28128,0.26203,0.11723,0.21515,0.13837,0.26424,0.07192,0.11161,0.07674,0.05034,0.03904,0.04775,0.02682
15 to 19,0.12259,0.13305,0.36896,4.05382,1.78014,0.4835,0.18093,0.10805,0.17902,0.14467,0.17499,0.09606,0.08436,0.04335,0.09398,0.01563
20 to 24,0.21378,0.11624,0.25174,1.0124,2.96971,1.39342,0.49418,0.26552,0.3315,0.20515,0.32968,0.24816,0.18342,0.13055,0.0899,0.03528
25 to 29,0.34728,0.24539,0.22646,0.5037,1.24871,1.89145,0.77284,0.49572,0.42342,0.27089,0.44517,0.44496,0.30025,0.21691,0.13946,0.05012
30 to 34,0.43252,0.32286,0.28173,0.34377,0.79744,1.15905,1.04456,0.66859,0.62981,0.35802,0.35158,0.49692,0.33395,0.29591,0.15479,0.10255
35 to 39,0.38371,0.37078,0.34828,0.42553,0.54762,0.80239,0.77103,0.84213,0.70359,0.41347,0.35258,0.42626,0.41381,0.27417,0.22275,0.0851
40 to 44,0.28444,0.34337,0.44029,0.47708,0.46623,0.58734,0.53118,0.64283,0.83545,0.43428,0.43678,0.45609,0.39066,0.2857,0.28553,0.08888
45 to 49,0.21074,0.17257,0.29257,0.44381,0.56874,0.55625,0.42452,0.43157,0.53219,0.4656,0.51038,0.33624,0.33091,0.23763,0.22512,0.1153
50 to 54,0.2603,0.14121,0.19643,0.20476,0.35298,0.48052,0.44004,0.30065,0.37319,0.37027,0.40974,0.50427,0.30605,0.26839,0.18815,0.08594
55 to 59,0.23749,0.1599,0.13348,0.11112,0.25546,0.28156,0.34707,0.2604,0.19184,0.18526,0.35479,0.51455,0.41453,0.31765,0.20537,0.09064
60 to 64,0.18114,0.17063,0.10763,0.09358,0.11809,0.12745,0.18251,0.25692,0.20877,0.15137,0.2477,0.38273,0.41417,0.34606,0.38827,0.09854
65 to 69,0.15302,0.125,0.10929,0.08364,0.08909,0.09326,0.1308,0.17667,0.14576,0.09858,0.13459,0.2125,0.30039,0.29988,0.34805,0.13067
70 to 74,0.10796,0.06668,0.08728,0.05611,0.10974,0.06574,0.07417,0.11721,0.1249,0.09896,0.09991,0.13265,0.23729,0.17895,0.36133,0.12819
75+,0.05296,0.05135,0.07832,0.03885,0.09016,0.03456,0.07188,0.04838,0.055,0.0797,0.07025,0.07513,0.10386,0.11137,0.1374,0.09071
