Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.92806,0.42747,0.11501,0.05877,0.09699,0.18437,0.18842,0.14882,0.10113,0.03011,0.0438,0.07762,0.06439,0.06267,0.02165,0.02896
5 to 9,0.40671,1.63002,0.619,0.18727,0.12506,0.09703,0.13558,0.17759,0.13286,0.05011,0.08323,0.06993,0.07129,0.08389,0.04648,0.02983
10 to 14,0.2132,0.61194,2.24291,0.89263,0.191,0.08948,0.21096,0.13703,0.21322,0.06687,0.09679,0.07706,0.06285,0.0546,0.06858,0.04513
15 to 19,0.16615,0.17908,0.36986,2.82417,1.29757,0.36905,0.17741,0.107,0.14445,0.1345,0.15175,0.09646,0.10531,0.06063,0.13499,0.0263
20 to 24,0.28975,0.15646,0.25236,0.70531,2.16468,1.06359,0.48456,0.26296,0.26749,0.19072,0.2859,0.24921,0.22898,0.18258,0.12914,0.05937
25 to 29,0.4707,0.33029,0.22702,0.35091,0.91021,1.44374,0.75779,0.49094,0.34166,0.25184,0.38606,0.44684,0.37484,0.30335,0.20031,0.08433
30 to 34,0.58622,0.43456,0.28241,0.2395,0.58127,0.8847,1.02422,0.66213,0.50821,0.33284,0.3049,0.49902,0.41691,0.41383,0.22234,0.17256
35 to 39,0.52006,0.49907,0.34913,0.29645,0.39917,0.61246,0.75601,0.834,0.56774,0.38439,0.30576,0.42806,0.51661,0.38343,0.31995,0.14319
40 to 44,0.38552,0.46217,0.44136,0.33237,0.33984,0.44832,0.52083,0.63662,0.67414,0.40373,0.37878,0.45802,0.48771,0.39956,0.41012,0.14954
45 to 49,0.28563,0.23227,0.29329,0.30919,0.41456,0.42458,0.41625,0.4274,0.42944,0.43286,0.44261,0.33766,0.41313,0.33233,0.32336,0.194
50 to 54,0.3528,0.19007,0.1969,0.14265,0.25729,0.36678,0.43147,0.29775,0.30113,0.34423,0.35533,0.5064,0.38208,0.37535,0.27026,0.1446
55 to 59,0.32188,0.21523,0.13381,0.07741,0.18621,0.21492,0.34031,0.25789,0.1548,0.17223,0.30768,0.51673,0.51752,0.44423,0.29499,0.15251
60 to 64,0.24551,0.22967,0.10789,0.06519,0.08607,0.09728,0.17896,0.25444,0.16846,0.14072,0.2148,0.38435,0.51707,0.48397,0.55771,0.16581
65 to 69,0.20739,0.16825,0.10956,0.05827,0.06494,0.07119,0.12825,0.17496,0.11762,0.09165,0.11672,0.2134,0.37502,0.41939,0.49993,0.21987
70 to 74,0.14632,0.08975,0.08749,0.03909,0.07999,0.05018,0.07273,0.11608,0.10078,0.092,0.08664,0.13321,0.29625,0.25027,0.519,0.21569
75+,0.07179,0.06911,0.07851,0.02706,0.06572,0.02638,0.07048,0.04791,0.04438,0.0741,0.06092,0.07545,0.12967,0.15576,0.19735,0.15263
