Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.7894,0.36479,0.11184,0.07228,0.11663,0.20442,0.18289,0.14849,0.11965,0.03508,0.04788,0.07479,0.05934,0.04995,0.01781,0.02561
5 to 9,0.34595,1.39102,0.60196,0.23036,0.15039,0.10758,0.1316,0.1772,0.15719,0.05838,0.09099,0.06738,0.0657,0.06687,0.03823,0.02638
10 to 14,0.18134,0.52221,2.18114,1.09798,0.22968,0.09921,0.20477,0.13673,0.25227,0.07791,0.10581,0.07425,0.05792,0.04352,0.05642,0.03991
15 to 19,0.14132,0.15282,0.35967,3.47387,1.5604,0.40917,0.1722,0.10677,0.17091,0.15671,0.16589,0.09294,0.09705,0.04832,0.11105,0.02325
20 to 24,0.24646,0.13352,0.24541,0.86757,2.60314,1.17921,0.47035,0.26237,0.31648,0.22222,0.31253,0.2401,0.21102,0.14553,0.10623,0.0525
25 to 29,0.40037,0.28186,0.22076,0.43164,1.09458,1.60068,0.73556,0.48985,0.40423,0.29343,0.42202,0.43051,0.34544,0.24179,0.16478,0.07457
30 to 34,0.49863,0.37084,0.27463,0.29459,0.69901,0.98087,0.99418,0.66066,0.60128,0.3878,0.3333,0.48079,0.38421,0.32986,0.1829,0.15259
35 to 39,0.44236,0.42589,0.33951,0.36465,0.48002,0.67904,0.73384,0.83215,0.67171,0.44787,0.33424,0.41242,0.47609,0.30562,0.2632,0.12662
40 to 44,0.32792,0.3944,0.4292,0.40883,0.40868,0.49705,0.50555,0.63521,0.79759,0.47041,0.41406,0.44128,0.44945,0.31848,0.33738,0.13224
45 to 49,0.24295,0.19821,0.28521,0.38032,0.49854,0.47074,0.40404,0.42645,0.50808,0.50434,0.48383,0.32532,0.38072,0.2649,0.266,0.17155
50 to 54,0.30009,0.1622,0.19148,0.17547,0.30941,0.40665,0.41882,0.29709,0.35628,0.40108,0.38843,0.4879,0.35211,0.29918,0.22232,0.12786
55 to 59,0.27379,0.18367,0.13012,0.09522,0.22393,0.23828,0.33033,0.25732,0.18315,0.20067,0.33634,0.49784,0.47692,0.35409,0.24267,0.13486
60 to 64,0.20883,0.19599,0.10492,0.08019,0.10351,0.10786,0.17371,0.25387,0.19931,0.16396,0.23481,0.3703,0.47651,0.38576,0.45878,0.14662
65 to 69,0.1764,0.14358,0.10654,0.07167,0.07809,0.07892,0.12449,0.17457,0.13916,0.10679,0.12759,0.2056,0.3456,0.33429,0.41125,0.19443
70 to 74,0.12446,0.07659,0.08508,0.04808,0.0962,0.05563,0.0706,0.11582,0.11924,0.10719,0.09471,0.12835,0.27301,0.19949,0.42694,0.19073
75+,0.06106,0.05898,0.07635,0.03329,0.07903,0.02925,0.06842,0.0478,0.05251,0.08633,0.0666,0.07269,0.1195,0.12415,0.16235,0.13497
