Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.51902,0.28095,0.09941,0.05526,0.11254,0.15982,0.17328,0.16401,0.11027,0.03537,0.05511,0.09543,0.07295,0.07223,0.02226,0.03231
5 to 9,0.22746,1.07132,0.53504,0.17611,0.14512,0.08411,0.12469,0.19572,0.14486,0.05887,0.10472,0.08597,0.08077,0.09669,0.04779,0.03329
10 to 14,0.11923,0.40219,1.93869,0.83941,0.22163,0.07757,0.19401,0.15102,0.23248,0.07856,0.12177,0.09474,0.07121,0.06294,0.07052,0.05036
15 to 19,0.09292,0.1177,0.31969,2.65579,1.50569,0.31991,0.16316,0.11793,0.1575,0.15802,0.19092,0.11859,0.11932,0.06988,0.1388,0.02934
20 to 24,0.16204,0.10283,0.21813,0.66326,2.51187,0.92197,0.44564,0.2898,0.29166,0.22407,0.35969,0.30638,0.25944,0.21045,0.13278,0.06625
25 to 29,0.26324,0.21708,0.19623,0.32999,1.0562,1.25149,0.69692,0.54105,0.37252,0.29588,0.4857,0.54935,0.4247,0.34965,0.20597,0.0941
30 to 34,0.32784,0.28561,0.24411,0.22522,0.6745,0.76689,0.94195,0.72972,0.55411,0.39104,0.38359,0.6135,0.47236,0.477,0.22862,0.19256
35 to 39,0.29085,0.32801,0.30177,0.27878,0.46319,0.53091,0.69529,0.91913,0.61902,0.4516,0.38468,0.52627,0.58532,0.44196,0.32898,0.15979
40 to 44,0.2156,0.30376,0.3815,0.31255,0.39435,0.38862,0.47899,0.7016,0.73503,0.47433,0.47654,0.56309,0.55257,0.46055,0.4217,0.16688
45 to 49,0.15974,0.15266,0.25351,0.29076,0.48106,0.36804,0.38281,0.47103,0.46823,0.50855,0.55684,0.41512,0.46807,0.38307,0.33248,0.21649
50 to 54,0.19731,0.12492,0.1702,0.13415,0.29856,0.31794,0.39682,0.32814,0.32833,0.40442,0.44704,0.62258,0.43289,0.43265,0.27788,0.16135
55 to 59,0.18001,0.14146,0.11566,0.0728,0.21608,0.1863,0.31298,0.28421,0.16878,0.20235,0.38709,0.63527,0.58635,0.51205,0.30332,0.17019
60 to 64,0.1373,0.15095,0.09326,0.06131,0.09988,0.08433,0.16458,0.28041,0.18367,0.16533,0.27024,0.47252,0.58584,0.55785,0.57345,0.18503
65 to 69,0.11598,0.11058,0.0947,0.05479,0.07535,0.06171,0.11795,0.19282,0.12824,0.10768,0.14684,0.26236,0.4249,0.48342,0.51404,0.24536
70 to 74,0.08183,0.05899,0.07562,0.03676,0.09282,0.0435,0.06689,0.12793,0.10989,0.10809,0.10901,0.16377,0.33565,0.28848,0.53365,0.24069
75+,0.04015,0.04542,0.06786,0.02545,0.07626,0.02287,0.06482,0.0528,0.04839,0.08705,0.07665,0.09275,0.14691,0.17954,0.20292,0.17032
