Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.61942,0.73522,0.21618,0.10367,0.105,0.16598,0.15541,0.13642,0.09545,0.0246,0.02905,0.03726,0.02976,0.02514,0.00788,0.01039
5 to 9,0.70969,2.80351,1.16351,0.33038,0.13539,0.08735,0.11182,0.16279,0.1254,0.04094,0.05519,0.03356,0.03295,0.03365,0.01691,0.0107
10 to 14,0.37202,1.05249,4.21588,1.57473,0.20677,0.08055,0.174,0.12561,0.20125,0.05463,0.06418,0.03699,0.02905,0.0219,0.02496,0.01619
15 to 19,0.28992,0.308,0.6952,4.98226,1.40471,0.33223,0.14633,0.09809,0.13634,0.10989,0.10062,0.0463,0.04867,0.02432,0.04913,0.00943
20 to 24,0.5056,0.26909,0.47434,1.24427,2.3434,0.95746,0.39967,0.24104,0.25248,0.15584,0.18958,0.11961,0.10582,0.07324,0.047,0.0213
25 to 29,0.82134,0.56807,0.42671,0.61906,0.98536,1.29968,0.62503,0.45002,0.32248,0.20577,0.25598,0.21446,0.17323,0.12168,0.0729,0.03025
30 to 34,1.02291,0.74742,0.53084,0.42251,0.62926,0.79642,0.84478,0.60694,0.47968,0.27195,0.20217,0.23951,0.19268,0.166,0.08092,0.0619
35 to 39,0.90748,0.85836,0.65623,0.52299,0.43213,0.55135,0.62356,0.76449,0.53587,0.31408,0.20274,0.20545,0.23875,0.1538,0.11644,0.05136
40 to 44,0.67271,0.79489,0.8296,0.58634,0.3679,0.40358,0.42958,0.58356,0.6363,0.32988,0.25116,0.21983,0.22539,0.16027,0.14926,0.05364
45 to 49,0.49841,0.39949,0.55128,0.54546,0.44879,0.38222,0.34332,0.39178,0.40533,0.35368,0.29348,0.16206,0.19093,0.13331,0.11768,0.06959
50 to 54,0.61562,0.3269,0.37011,0.25166,0.27854,0.33018,0.35588,0.27293,0.28423,0.28126,0.23561,0.24305,0.17658,0.15056,0.09835,0.05187
55 to 59,0.56167,0.37017,0.25151,0.13657,0.20159,0.19347,0.28069,0.23639,0.14611,0.14073,0.20401,0.248,0.23917,0.17819,0.10736,0.05471
60 to 64,0.42841,0.39501,0.2028,0.11501,0.09318,0.08757,0.1476,0.23323,0.159,0.11498,0.14243,0.18447,0.23896,0.19413,0.20297,0.05948
65 to 69,0.36189,0.28938,0.20593,0.10279,0.0703,0.06408,0.10578,0.16038,0.11102,0.07489,0.07739,0.10242,0.17332,0.16823,0.18194,0.07887
70 to 74,0.25532,0.15437,0.16445,0.06896,0.0866,0.04517,0.05999,0.10641,0.09513,0.07517,0.05745,0.06394,0.13691,0.10039,0.18888,0.07737
75+,0.12526,0.11886,0.14757,0.04774,0.07114,0.02375,0.05813,0.04392,0.04189,0.06054,0.0404,0.03621,0.05993,0.06248,0.07182,0.05475
