Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.89546,0.39898,0.10354,0.05807,0.08714,0.3371,0.4224,0.26023,0.13038,0.02987,0.03582,0.04004,0.02714,0.01429,0.00358,0.00465
5 to 9,0.39243,1.52137,0.55728,0.18507,0.11236,0.17741,0.30394,0.31054,0.17128,0.04972,0.06806,0.03607,0.03005,0.01914,0.00767,0.00479
10 to 14,0.20571,0.57115,2.01926,0.88212,0.17161,0.16361,0.47293,0.23961,0.27488,0.06634,0.07914,0.03975,0.02649,0.01246,0.01133,0.00725
15 to 19,0.16031,0.16714,0.33297,2.79093,1.16585,0.67475,0.39772,0.18711,0.18623,0.13344,0.12408,0.04975,0.04439,0.01383,0.02229,0.00423
20 to 24,0.27957,0.14603,0.22719,0.69701,1.94493,1.94461,1.08629,0.45981,0.34485,0.18923,0.23377,0.12854,0.09652,0.04165,0.02132,0.00954
25 to 29,0.45416,0.30827,0.20438,0.34678,0.81781,2.63965,1.69882,0.85846,0.44046,0.24987,0.31566,0.23047,0.15801,0.06919,0.03308,0.01355
30 to 34,0.56562,0.4056,0.25425,0.23668,0.52226,1.61753,2.29611,1.15782,0.65517,0.33023,0.2493,0.25739,0.17574,0.0944,0.03671,0.02773
35 to 39,0.50179,0.4658,0.31431,0.29296,0.35865,1.11979,1.69484,1.45835,0.73192,0.38138,0.25001,0.22079,0.21777,0.08746,0.05283,0.02301
40 to 44,0.37198,0.43136,0.39735,0.32845,0.30534,0.81968,1.16761,1.11321,0.86909,0.40057,0.30971,0.23624,0.20558,0.09114,0.06772,0.02403
45 to 49,0.2756,0.21679,0.26404,0.30555,0.37248,0.77628,0.93315,0.74736,0.55362,0.42947,0.3619,0.17416,0.17414,0.07581,0.0534,0.03118
50 to 54,0.34041,0.1774,0.17727,0.14097,0.23117,0.6706,0.96729,0.52066,0.38822,0.34153,0.29053,0.2612,0.16106,0.08562,0.04463,0.02324
55 to 59,0.31058,0.20088,0.12046,0.0765,0.16731,0.39294,0.76292,0.45095,0.19956,0.17088,0.25157,0.26652,0.21815,0.10133,0.04871,0.02451
60 to 64,0.23689,0.21436,0.09713,0.06442,0.07734,0.17786,0.40119,0.44492,0.21717,0.13962,0.17563,0.19824,0.21796,0.1104,0.09209,0.02665
65 to 69,0.20011,0.15703,0.09863,0.05758,0.05834,0.13015,0.28752,0.30594,0.15163,0.09093,0.09543,0.11007,0.15808,0.09566,0.08255,0.03534
70 to 74,0.14118,0.08377,0.07877,0.03863,0.07187,0.09174,0.16304,0.20298,0.12993,0.09128,0.07084,0.06871,0.12488,0.05709,0.0857,0.03467
75+,0.06926,0.0645,0.07068,0.02674,0.05905,0.04823,0.15801,0.08378,0.05722,0.07352,0.04982,0.03891,0.05466,0.03553,0.03259,0.02453
