Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.1118,0.44928,0.14389,0.08959,0.14237,0.24885,0.22757,0.16647,0.10714,0.02802,0.03908,0.04651,0.03378,0.0269,0.0106,0.01646
5 to 9,0.48724,1.7132,0.77445,0.28552,0.18358,0.13096,0.16375,0.19865,0.14075,0.04663,0.07426,0.0419,0.03739,0.03601,0.02276,0.01695
10 to 14,0.25541,0.64316,2.80618,1.36089,0.28038,0.12078,0.2548,0.15328,0.22589,0.06222,0.08636,0.04617,0.03297,0.02344,0.03358,0.02565
15 to 19,0.19904,0.18822,0.46274,4.30571,1.90479,0.49811,0.21428,0.11969,0.15304,0.12516,0.1354,0.0578,0.05524,0.02602,0.0661,0.01495
20 to 24,0.34711,0.16444,0.31573,1.07531,3.17766,1.43554,0.58526,0.29414,0.28339,0.17748,0.25509,0.14932,0.12011,0.07837,0.06324,0.03374
25 to 29,0.56388,0.34714,0.28403,0.535,1.33615,1.94863,0.91527,0.54916,0.36196,0.23435,0.34445,0.26773,0.19662,0.13021,0.09809,0.04793
30 to 34,0.70228,0.45674,0.35333,0.36513,0.85328,1.19408,1.23707,0.74065,0.5384,0.30972,0.27204,0.29899,0.21868,0.17764,0.10888,0.09808
35 to 39,0.62303,0.52453,0.4368,0.45197,0.58597,0.82664,0.91313,0.9329,0.60147,0.35769,0.27281,0.25648,0.27098,0.16459,0.15667,0.08139
40 to 44,0.46185,0.48575,0.5522,0.50672,0.49887,0.6051,0.62907,0.71212,0.71419,0.37569,0.33796,0.27443,0.25582,0.17151,0.20083,0.085
45 to 49,0.34218,0.24412,0.36694,0.47139,0.60856,0.57306,0.50275,0.47808,0.45495,0.40279,0.3949,0.20231,0.2167,0.14266,0.15834,0.11027
50 to 54,0.42265,0.19977,0.24635,0.21748,0.37769,0.49504,0.52114,0.33306,0.31903,0.32032,0.31703,0.30342,0.20041,0.16112,0.13234,0.08218
55 to 59,0.38561,0.22621,0.16741,0.11802,0.27335,0.29007,0.41103,0.28847,0.164,0.16027,0.27452,0.3096,0.27145,0.19069,0.14445,0.08668
60 to 64,0.29412,0.24139,0.13498,0.09939,0.12635,0.1313,0.21615,0.28461,0.17847,0.13095,0.19165,0.23029,0.27122,0.20775,0.2731,0.09424
65 to 69,0.24845,0.17684,0.13707,0.08883,0.09532,0.09608,0.15491,0.19571,0.12461,0.08529,0.10414,0.12786,0.19671,0.18003,0.2448,0.12497
70 to 74,0.17529,0.09433,0.10946,0.05959,0.11743,0.06773,0.08784,0.12985,0.10677,0.08561,0.07731,0.07982,0.15539,0.10743,0.25414,0.1226
75+,0.086,0.07264,0.09823,0.04126,0.09647,0.0356,0.08513,0.05359,0.04702,0.06895,0.05436,0.0452,0.06801,0.06686,0.09664,0.08675
