Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.94805,0.45607,0.13551,0.05803,0.07785,0.14747,0.20898,0.24624,0.17889,0.04912,0.06043,0.05704,0.03541,0.01868,0.00414,0.00441
5 to 9,0.41547,1.73909,0.72935,0.18493,0.10038,0.07761,0.15037,0.29384,0.23501,0.08175,0.11483,0.05139,0.0392,0.02501,0.00889,0.00454
10 to 14,0.21779,0.65288,2.64275,0.88147,0.15331,0.07157,0.23398,0.22673,0.37716,0.10908,0.13354,0.05663,0.03456,0.01628,0.01312,0.00688
15 to 19,0.16973,0.19106,0.43579,2.78888,1.04154,0.29518,0.19677,0.17705,0.25552,0.21942,0.20936,0.07088,0.05791,0.01808,0.02582,0.00401
20 to 24,0.29599,0.16693,0.29735,0.6965,1.73754,0.85069,0.53744,0.43508,0.47316,0.31115,0.39445,0.18313,0.12592,0.05444,0.0247,0.00904
25 to 29,0.48083,0.35239,0.26749,0.34653,0.73061,1.15474,0.84049,0.81229,0.60435,0.41085,0.53262,0.32835,0.20613,0.09044,0.03832,0.01285
30 to 34,0.59884,0.46364,0.33276,0.2365,0.46657,0.7076,1.136,1.09554,0.89895,0.54299,0.42065,0.3667,0.22927,0.12338,0.04253,0.02629
35 to 39,0.53126,0.53246,0.41136,0.29275,0.32041,0.48986,0.83852,1.37991,1.00426,0.62709,0.42185,0.31456,0.28409,0.11432,0.06121,0.02181
40 to 44,0.39382,0.49309,0.52004,0.32821,0.27278,0.35858,0.57767,1.05333,1.19246,0.65865,0.52258,0.33657,0.2682,0.11913,0.07846,0.02278
45 to 49,0.29178,0.24781,0.34557,0.30533,0.33276,0.33959,0.46167,0.70716,0.75961,0.70616,0.61064,0.24812,0.22718,0.09908,0.06186,0.02955
50 to 54,0.3604,0.20279,0.23201,0.14087,0.20652,0.29336,0.47856,0.49265,0.53266,0.56158,0.49023,0.37212,0.21011,0.11191,0.0517,0.02203
55 to 59,0.32882,0.22963,0.15766,0.07644,0.14947,0.1719,0.37745,0.42669,0.27382,0.28098,0.42449,0.37971,0.28459,0.13245,0.05643,0.02323
60 to 64,0.2508,0.24504,0.12712,0.06438,0.06909,0.07781,0.19849,0.42099,0.29798,0.22957,0.29636,0.28243,0.28434,0.14429,0.10669,0.02526
65 to 69,0.21186,0.17951,0.12909,0.05754,0.05212,0.05694,0.14225,0.28948,0.20805,0.14952,0.16103,0.15682,0.20623,0.12504,0.09564,0.0335
70 to 74,0.14947,0.09576,0.10309,0.0386,0.06421,0.04013,0.08067,0.19206,0.17827,0.15009,0.11954,0.09789,0.16291,0.07462,0.09928,0.03286
75+,0.07333,0.07373,0.09251,0.02672,0.05275,0.0211,0.07818,0.07927,0.07851,0.12088,0.08406,0.05544,0.07131,0.04644,0.03775,0.02325
