Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.61376,0.2968,0.09787,0.05418,0.09669,0.15771,0.16519,0.15685,0.11567,0.03236,0.05044,0.08182,0.07249,0.07744,0.0282,0.04395
5 to 9,0.26898,1.13177,0.52678,0.17267,0.12468,0.083,0.11887,0.18718,0.15196,0.05386,0.09584,0.07371,0.08026,0.10367,0.06053,0.04528
10 to 14,0.141,0.42488,1.90873,0.82301,0.19042,0.07654,0.18496,0.14442,0.24388,0.07187,0.11145,0.08123,0.07076,0.06748,0.08933,0.0685
15 to 19,0.10988,0.12434,0.31475,2.60389,1.29365,0.31569,0.15554,0.11278,0.16522,0.14457,0.17473,0.10168,0.11856,0.07492,0.17582,0.03991
20 to 24,0.19162,0.10863,0.21476,0.6503,2.15813,0.9098,0.42484,0.27715,0.30595,0.20501,0.3292,0.26268,0.25779,0.22563,0.16819,0.09011
25 to 29,0.31129,0.22933,0.19319,0.32354,0.90746,1.23498,0.66439,0.51743,0.39078,0.27071,0.44452,0.47101,0.42201,0.37486,0.2609,0.128
30 to 34,0.38769,0.30173,0.24033,0.22082,0.57951,0.75677,0.89798,0.69786,0.58127,0.35777,0.35107,0.52601,0.46937,0.51139,0.28959,0.26191
35 to 39,0.34394,0.34652,0.29711,0.27333,0.39796,0.5239,0.66283,0.87901,0.64937,0.41319,0.35207,0.45121,0.58161,0.47382,0.41672,0.21734
40 to 44,0.25496,0.32089,0.3756,0.30644,0.33881,0.38349,0.45664,0.67098,0.77106,0.43398,0.43614,0.48279,0.54907,0.49376,0.53417,0.22698
45 to 49,0.1889,0.16127,0.24959,0.28508,0.41331,0.36319,0.36494,0.45046,0.49118,0.46529,0.50964,0.35592,0.4651,0.41068,0.42116,0.29446
50 to 54,0.23332,0.13197,0.16757,0.13152,0.25651,0.31374,0.37829,0.31382,0.34443,0.37002,0.40914,0.53379,0.43015,0.46384,0.352,0.21947
55 to 59,0.21287,0.14944,0.11387,0.07137,0.18565,0.18384,0.29837,0.2718,0.17705,0.18513,0.35427,0.54467,0.58263,0.54896,0.38422,0.23148
60 to 64,0.16237,0.15947,0.09182,0.06011,0.08581,0.08321,0.1569,0.26817,0.19268,0.15127,0.24734,0.40514,0.58212,0.59807,0.72639,0.25166
65 to 69,0.13716,0.11682,0.09324,0.05372,0.06474,0.06089,0.11244,0.1844,0.13453,0.09852,0.13439,0.22494,0.42221,0.51827,0.65113,0.33373
70 to 74,0.09677,0.06232,0.07446,0.03604,0.07975,0.04292,0.06376,0.12235,0.11527,0.09889,0.09976,0.14042,0.33352,0.30927,0.67598,0.32738
75+,0.04747,0.04798,0.06681,0.02495,0.06552,0.02256,0.0618,0.0505,0.05076,0.07965,0.07015,0.07953,0.14598,0.19248,0.25704,0.23167
