Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.92245,0.77027,0.22513,0.11139,0.13527,0.18515,0.16931,0.13071,0.07423,0.01815,0.02131,0.03366,0.0203,0.01568,0.00447,0.00565
5 to 9,0.8425,2.93716,1.21167,0.35499,0.17442,0.09744,0.12182,0.15598,0.09751,0.03021,0.0405,0.03032,0.02247,0.02099,0.0096,0.00582
10 to 14,0.44164,1.10266,4.39039,1.69204,0.26638,0.08986,0.18956,0.12035,0.1565,0.04031,0.04709,0.03342,0.01981,0.01366,0.01417,0.00881
15 to 19,0.34417,0.32269,0.72397,5.35343,1.80969,0.37061,0.15941,0.09398,0.10602,0.08108,0.07383,0.04183,0.03319,0.01517,0.02788,0.00513
20 to 24,0.60021,0.28192,0.49398,1.33697,3.01901,1.06807,0.43541,0.23096,0.19633,0.11497,0.13911,0.10807,0.07217,0.04569,0.02667,0.01159
25 to 29,0.97503,0.59515,0.44437,0.66518,1.26944,1.44982,0.68093,0.43119,0.25076,0.15181,0.18784,0.19377,0.11814,0.07591,0.04138,0.01647
30 to 34,1.21433,0.78305,0.55281,0.45398,0.81068,0.88842,0.92033,0.58155,0.373,0.20064,0.14835,0.21639,0.1314,0.10356,0.04593,0.03369
35 to 39,1.0773,0.89928,0.6834,0.56195,0.55671,0.61504,0.67933,0.73251,0.41669,0.23172,0.14877,0.18562,0.16283,0.09595,0.06609,0.02796
40 to 44,0.79859,0.83279,0.86394,0.63002,0.47397,0.45021,0.468,0.55915,0.49479,0.24338,0.1843,0.19861,0.15372,0.09999,0.08471,0.0292
45 to 49,0.59168,0.41853,0.5741,0.5861,0.57818,0.42637,0.37403,0.37539,0.31519,0.26093,0.21535,0.14642,0.13021,0.08316,0.06679,0.03788
50 to 54,0.73082,0.34249,0.38543,0.2704,0.35884,0.36832,0.38771,0.26152,0.22102,0.20751,0.17289,0.2196,0.12043,0.09393,0.05582,0.02824
55 to 59,0.66677,0.38782,0.26192,0.14674,0.2597,0.21582,0.30579,0.2265,0.11361,0.10382,0.1497,0.22407,0.16311,0.11117,0.06093,0.02978
60 to 64,0.50857,0.41385,0.21119,0.12358,0.12005,0.09769,0.16081,0.22348,0.12364,0.08483,0.10451,0.16667,0.16297,0.12111,0.1152,0.03238
65 to 69,0.4296,0.30317,0.21446,0.11045,0.09056,0.07149,0.11524,0.15367,0.08633,0.05525,0.05679,0.09254,0.1182,0.10495,0.10326,0.04293
70 to 74,0.3031,0.16173,0.17126,0.07409,0.11156,0.05039,0.06535,0.10195,0.07397,0.05546,0.04216,0.05777,0.09337,0.06263,0.1072,0.04212
75+,0.1487,0.12453,0.15368,0.0513,0.09166,0.02649,0.06333,0.04208,0.03257,0.04467,0.02964,0.03272,0.04087,0.03898,0.04076,0.0298
