Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.90511,0.76489,0.20225,0.10664,0.14208,0.19838,0.15705,0.12219,0.08445,0.02278,0.02562,0.03028,0.01935,0.01476,0.00525,0.00743
5 to 9,0.8349,2.91666,1.08855,0.33983,0.1832,0.1044,0.11301,0.14581,0.11095,0.0379,0.04868,0.02728,0.02142,0.01976,0.01127,0.00765
10 to 14,0.43765,1.09496,3.94429,1.61979,0.27979,0.09628,0.17584,0.11251,0.17806,0.05058,0.05661,0.03006,0.01888,0.01286,0.01664,0.01158
15 to 19,0.34107,0.32043,0.65041,5.12483,1.90082,0.3971,0.14787,0.08786,0.12063,0.10174,0.08875,0.03763,0.03164,0.01428,0.03274,0.00675
20 to 24,0.59479,0.27995,0.44379,1.27988,3.17104,1.14442,0.40389,0.2159,0.22338,0.14427,0.1672,0.09722,0.0688,0.04301,0.03132,0.01523
25 to 29,0.96624,0.59099,0.39922,0.63677,1.33337,1.55345,0.63163,0.40308,0.28532,0.1905,0.22578,0.17432,0.11263,0.07146,0.04859,0.02164
30 to 34,1.20337,0.77758,0.49664,0.4346,0.8515,0.95193,0.85371,0.54364,0.42441,0.25177,0.17831,0.19468,0.12527,0.09749,0.05393,0.04428
35 to 39,1.06758,0.893,0.61396,0.53795,0.58475,0.659,0.63015,0.68475,0.47412,0.29076,0.17882,0.167,0.15522,0.09033,0.07761,0.03674
40 to 44,0.79139,0.82697,0.77616,0.60312,0.49784,0.48239,0.43412,0.52269,0.56298,0.3054,0.22152,0.17868,0.14654,0.09413,0.09948,0.03837
45 to 49,0.58634,0.41561,0.51576,0.56107,0.6073,0.45685,0.34695,0.35091,0.35862,0.32743,0.25885,0.13173,0.12413,0.07829,0.07843,0.04978
50 to 54,0.72423,0.3401,0.34627,0.25886,0.37691,0.39465,0.35964,0.24447,0.25148,0.26039,0.20781,0.19756,0.1148,0.08842,0.06555,0.0371
55 to 59,0.66076,0.38511,0.2353,0.14047,0.27278,0.23125,0.28366,0.21174,0.12927,0.13028,0.17994,0.20158,0.15549,0.10465,0.07155,0.03913
60 to 64,0.50399,0.41096,0.18973,0.1183,0.12609,0.10467,0.14916,0.20891,0.14068,0.10645,0.12562,0.14994,0.15536,0.11401,0.13528,0.04255
65 to 69,0.42573,0.30106,0.19267,0.10573,0.09513,0.0766,0.1069,0.14365,0.09823,0.06933,0.06826,0.08325,0.11268,0.0988,0.12126,0.05642
70 to 74,0.30036,0.1606,0.15386,0.07093,0.11718,0.05399,0.06062,0.09531,0.08417,0.06959,0.05067,0.05197,0.08901,0.05896,0.12589,0.05535
75+,0.14736,0.12366,0.13806,0.04911,0.09627,0.02838,0.05875,0.03934,0.03706,0.05605,0.03563,0.02943,0.03896,0.03669,0.04787,0.03917
