Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.97815,0.78533,0.21816,0.11209,0.14981,0.20903,0.16366,0.11079,0.06871,0.01795,0.02294,0.02728,0.01778,0.0136,0.00507,0.00668
5 to 9,0.86691,2.99461,1.17416,0.35721,0.19317,0.11001,0.11776,0.1322,0.09027,0.02987,0.0436,0.02457,0.01968,0.0182,0.01087,0.00688
10 to 14,0.45443,1.12423,4.25446,1.70263,0.29501,0.10145,0.18324,0.10201,0.14487,0.03986,0.0507,0.02708,0.01735,0.01185,0.01605,0.0104
15 to 19,0.35414,0.329,0.70156,5.38693,2.00421,0.4184,0.1541,0.07966,0.09814,0.08018,0.07948,0.03389,0.02907,0.01315,0.03159,0.00606
20 to 24,0.6176,0.28744,0.47869,1.34533,3.34352,1.20581,0.4209,0.19575,0.18174,0.1137,0.14975,0.08757,0.06321,0.03962,0.03022,0.01369
25 to 29,1.00328,0.60679,0.43062,0.66934,1.40589,1.63679,0.65823,0.36546,0.23213,0.15014,0.20221,0.15701,0.10348,0.06582,0.04687,0.01944
30 to 34,1.24951,0.79836,0.53569,0.45682,0.89782,1.003,0.88965,0.4929,0.34529,0.19842,0.1597,0.17535,0.11509,0.08979,0.05202,0.03978
35 to 39,1.10851,0.91687,0.66224,0.56547,0.61655,0.69436,0.65668,0.62084,0.38574,0.22915,0.16015,0.15042,0.14261,0.0832,0.07486,0.03301
40 to 44,0.82173,0.84908,0.83719,0.63396,0.52491,0.50827,0.4524,0.47391,0.45803,0.24069,0.1984,0.16094,0.13463,0.0867,0.09596,0.03448
45 to 49,0.60882,0.42672,0.55632,0.58976,0.64033,0.48136,0.36156,0.31816,0.29177,0.25805,0.23183,0.11865,0.11405,0.07211,0.07566,0.04473
50 to 54,0.75199,0.34919,0.3735,0.2721,0.39741,0.41582,0.37478,0.22165,0.2046,0.20521,0.18612,0.17794,0.10547,0.08144,0.06323,0.03334
55 to 59,0.68609,0.3954,0.25381,0.14766,0.28762,0.24365,0.2956,0.19198,0.10517,0.10268,0.16116,0.18157,0.14286,0.09639,0.06902,0.03516
60 to 64,0.52331,0.42194,0.20465,0.12435,0.13295,0.11029,0.15544,0.18941,0.11445,0.08389,0.11251,0.13505,0.14274,0.10501,0.13049,0.03823
65 to 69,0.44205,0.3091,0.20782,0.11114,0.1003,0.08071,0.1114,0.13024,0.07991,0.05464,0.06113,0.07499,0.10353,0.091,0.11697,0.05069
70 to 74,0.31188,0.16489,0.16596,0.07456,0.12355,0.05689,0.06317,0.08641,0.06848,0.05485,0.04538,0.04681,0.08178,0.0543,0.12144,0.04973
75+,0.15301,0.12697,0.14892,0.05162,0.10151,0.02991,0.06122,0.03567,0.03015,0.04417,0.03191,0.02651,0.0358,0.0338,0.04618,0.03519
