Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.83064,0.7764,0.24433,0.10975,0.12529,0.20709,0.1848,0.11265,0.06204,0.01953,0.0193,0.02764,0.0193,0.01818,0.00684,0.00909
5 to 9,0.80226,2.96054,1.31504,0.34977,0.16155,0.10899,0.13298,0.13443,0.0815,0.03251,0.03668,0.0249,0.02137,0.02434,0.01468,0.00937
10 to 14,0.42054,1.11144,4.76496,1.66715,0.24673,0.10051,0.20691,0.10373,0.1308,0.04338,0.04265,0.02744,0.01884,0.01584,0.02166,0.01417
15 to 19,0.32774,0.32525,0.78574,5.27466,1.67621,0.41453,0.17401,0.081,0.08861,0.08725,0.06688,0.03435,0.03156,0.01759,0.04264,0.00826
20 to 24,0.57154,0.28417,0.53612,1.3173,2.79633,1.19465,0.47527,0.19905,0.16409,0.12372,0.126,0.08875,0.06862,0.05297,0.04079,0.01865
25 to 29,0.92847,0.59988,0.48229,0.65539,1.17581,1.62163,0.74326,0.37162,0.20959,0.16337,0.17013,0.15913,0.11234,0.088,0.06327,0.02648
30 to 34,1.15634,0.78928,0.59997,0.4473,0.75088,0.99371,1.00458,0.50121,0.31176,0.21591,0.13437,0.17772,0.12494,0.12005,0.07023,0.05419
35 to 39,1.02585,0.90643,0.7417,0.55368,0.51565,0.68793,0.74152,0.6313,0.34828,0.24936,0.13475,0.15245,0.15482,0.11123,0.10107,0.04497
40 to 44,0.76046,0.83942,0.93765,0.62075,0.43901,0.50356,0.51084,0.48189,0.41355,0.2619,0.16693,0.16312,0.14616,0.11591,0.12955,0.04696
45 to 49,0.56342,0.42186,0.62308,0.57747,0.53553,0.4769,0.40827,0.32352,0.26344,0.2808,0.19505,0.12025,0.12381,0.09641,0.10214,0.06093
50 to 54,0.69592,0.34521,0.41831,0.26643,0.33237,0.41197,0.4232,0.22538,0.18473,0.22331,0.15659,0.18035,0.1145,0.10889,0.08537,0.04541
55 to 59,0.63493,0.39091,0.28426,0.14458,0.24055,0.2414,0.33379,0.19521,0.09496,0.11173,0.13559,0.18402,0.15509,0.12887,0.09318,0.0479
60 to 64,0.48429,0.41714,0.22921,0.12176,0.11119,0.10927,0.17553,0.1926,0.10334,0.09129,0.09466,0.13688,0.15496,0.1404,0.17617,0.05207
65 to 69,0.40909,0.30558,0.23275,0.10882,0.08388,0.07996,0.12579,0.13244,0.07215,0.05945,0.05144,0.076,0.11239,0.12166,0.15792,0.06905
70 to 74,0.28862,0.16301,0.18587,0.073,0.10333,0.05636,0.07133,0.08787,0.06183,0.05968,0.03818,0.04744,0.08878,0.0726,0.16394,0.06774
75+,0.1416,0.12552,0.16679,0.05054,0.0849,0.02963,0.06913,0.03627,0.02723,0.04807,0.02685,0.02687,0.03886,0.04518,0.06234,0.04794
