Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,2.46045,0.96314,0.24576,0.10001,0.11555,0.17033,0.13713,0.09903,0.06387,0.01616,0.0192,0.02147,0.01473,0.01239,0.00379,0.00515
5 to 9,1.07827,3.67263,1.32273,0.31872,0.14899,0.08964,0.09867,0.11817,0.08391,0.0269,0.03648,0.01934,0.01631,0.01659,0.00813,0.00531
10 to 14,0.56523,1.37877,4.79281,1.51917,0.22755,0.08267,0.15353,0.09118,0.13466,0.0359,0.04242,0.02132,0.01438,0.0108,0.012,0.00803
15 to 19,0.44049,0.40349,0.79033,4.80649,1.54589,0.34094,0.12912,0.0712,0.09123,0.0722,0.06651,0.02668,0.02409,0.01199,0.02361,0.00468
20 to 24,0.76817,0.35252,0.53926,1.20037,2.57893,0.98256,0.35266,0.17498,0.16893,0.10239,0.12531,0.06894,0.05238,0.0361,0.02259,0.01057
25 to 29,1.2479,0.74417,0.48511,0.59722,1.08439,1.33375,0.55151,0.32668,0.21577,0.1352,0.16921,0.12361,0.08574,0.05998,0.03504,0.01501
30 to 34,1.55416,0.97912,0.60348,0.4076,0.6925,0.81729,0.74542,0.4406,0.32095,0.17868,0.13363,0.13804,0.09536,0.08183,0.03889,0.03072
35 to 39,1.37878,1.12446,0.74604,0.50454,0.47556,0.5658,0.55022,0.55497,0.35855,0.20636,0.13401,0.11841,0.11816,0.07582,0.05597,0.02549
40 to 44,1.02208,1.04132,0.94313,0.56565,0.40488,0.41416,0.37906,0.42362,0.42574,0.21674,0.16602,0.1267,0.11155,0.07901,0.07174,0.02662
45 to 49,0.75726,0.52333,0.62672,0.52622,0.4939,0.39223,0.30294,0.2844,0.2712,0.23238,0.19399,0.09341,0.09449,0.06571,0.05656,0.03454
50 to 54,0.93534,0.42825,0.42076,0.24278,0.30653,0.33883,0.31402,0.19813,0.19018,0.1848,0.15574,0.14009,0.08739,0.07422,0.04727,0.02574
55 to 59,0.85337,0.48493,0.28592,0.13175,0.22185,0.19854,0.24768,0.17161,0.09776,0.09246,0.13485,0.14294,0.11837,0.08784,0.0516,0.02715
60 to 64,0.6509,0.51747,0.23055,0.11095,0.10255,0.08987,0.13024,0.16931,0.10639,0.07555,0.09415,0.10632,0.11827,0.0957,0.09755,0.02952
65 to 69,0.54983,0.37909,0.23411,0.09916,0.07736,0.06576,0.09334,0.11642,0.07428,0.0492,0.05116,0.05903,0.08578,0.08293,0.08745,0.03914
70 to 74,0.38792,0.20222,0.18696,0.06652,0.0953,0.04636,0.05293,0.07724,0.06365,0.04939,0.03798,0.03685,0.06776,0.04949,0.09078,0.0384
75+,0.19031,0.15571,0.16777,0.04606,0.07829,0.02437,0.0513,0.03188,0.02803,0.03978,0.0267,0.02087,0.02966,0.0308,0.03452,0.02717
