Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,1.22285,0.52239,0.14591,0.09027,0.14248,0.2337,0.18264,0.15061,0.09358,0.02744,0.03862,0.05822,0.03596,0.03394,0.00896,0.0166
5 to 9,0.53591,1.99196,0.78533,0.28766,0.18372,0.12299,0.13142,0.17973,0.12294,0.04566,0.07339,0.05245,0.03981,0.04543,0.01923,0.0171
10 to 14,0.28092,0.74782,2.84559,1.37112,0.28058,0.11343,0.20449,0.13868,0.19731,0.06093,0.08534,0.0578,0.0351,0.02957,0.02837,0.02586
15 to 19,0.21892,0.21884,0.46924,4.33806,1.90615,0.4678,0.17197,0.10829,0.13367,0.12256,0.1338,0.07234,0.05881,0.03283,0.05585,0.01507
20 to 24,0.38179,0.1912,0.32017,1.08339,3.17993,1.34817,0.4697,0.26612,0.24753,0.1738,0.25207,0.1869,0.12787,0.09888,0.05342,0.03402
25 to 29,0.62021,0.40362,0.28802,0.53901,1.33711,1.83003,0.73455,0.49684,0.31617,0.2295,0.34038,0.33512,0.20932,0.16428,0.08287,0.04833
30 to 34,0.77242,0.53106,0.3583,0.36788,0.85389,1.12141,0.99282,0.6701,0.47028,0.30331,0.26882,0.37426,0.23282,0.22412,0.09198,0.09889
35 to 39,0.68526,0.60988,0.44294,0.45537,0.58639,0.77633,0.73283,0.84404,0.52538,0.35029,0.26958,0.32104,0.28849,0.20765,0.13236,0.08206
40 to 44,0.50798,0.56479,0.55995,0.51053,0.49923,0.56827,0.50486,0.64428,0.62383,0.36791,0.33396,0.3435,0.27235,0.21639,0.16967,0.0857
45 to 49,0.37636,0.28384,0.3721,0.47493,0.609,0.53818,0.40349,0.43254,0.39739,0.39446,0.39024,0.25324,0.2307,0.17998,0.13377,0.11118
50 to 54,0.46487,0.23227,0.24981,0.21912,0.37796,0.46491,0.41824,0.30133,0.27866,0.31369,0.31329,0.37979,0.21337,0.20328,0.11181,0.08287
55 to 59,0.42413,0.26302,0.16976,0.11891,0.27355,0.27242,0.32988,0.26099,0.14325,0.15695,0.27127,0.38754,0.289,0.24058,0.12204,0.0874
60 to 64,0.3235,0.28067,0.13688,0.10014,0.12644,0.12331,0.17347,0.2575,0.15589,0.12824,0.18939,0.28825,0.28875,0.2621,0.23073,0.09502
65 to 69,0.27327,0.20561,0.139,0.0895,0.09539,0.09023,0.12432,0.17707,0.10884,0.08352,0.10291,0.16005,0.20942,0.22713,0.20682,0.12601
70 to 74,0.1928,0.10968,0.111,0.06004,0.11751,0.0636,0.0705,0.11748,0.09326,0.08384,0.07639,0.09991,0.16543,0.13554,0.21471,0.12361
75+,0.09459,0.08446,0.09961,0.04157,0.09654,0.03344,0.06832,0.04849,0.04107,0.06752,0.05372,0.05658,0.07241,0.08435,0.08165,0.08747
