Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.15856,0.13094,0.13964,0.08705,0.19066,0.12069,0.15646,0.13189,0.11511,0.0365,0.05288,0.00092,0
20 to 24,0,0,0,0.19428,0.38754,0.44747,0.35767,0.32579,0.38867,0.27473,0.25771,0.22552,0.20964,0.11879,0.00096,0.00266
25 to 29,0,0,0,0.13556,0.45063,0.91426,0.71551,0.73794,0.73975,0.57673,0.65483,0.50329,0.45336,0.36955,0.0015,0.00332
30 to 34,0,0,0,0.14578,0.43386,0.75469,1.08016,0.91156,1.00652,0.85302,0.88054,0.80724,0.57612,0.39314,0.00293,0.00385
35 to 39,0,0,0,0.1488,0.5249,0.80907,1.04017,1.38313,1.18276,1.02978,1.00684,0.83576,0.74762,0.17404,0.00363,0.0076
40 to 44,0,0,0,0.16802,0.40169,0.7576,0.94482,1.36385,1.46871,1.07982,1.38188,1.08294,0.81935,0.39719,0.00323,0.00252
45 to 49,0,0,0,0.13738,0.33365,0.55087,0.80002,0.97885,1.22392,1.09301,1.38241,0.88599,0.82976,0.3552,0.00279,0.00093
50 to 54,0,0,0,0.09265,0.29258,0.52004,0.5542,0.81852,1.01026,0.80856,1.20615,0.94335,0.7281,0.46718,0.00195,0.00098
55 to 59,0,0,0,0.05544,0.16949,0.30294,0.40771,0.41065,0.44192,0.51876,0.73779,0.74427,0.70863,0.31745,0.00407,0
60 to 64,0,0,0,0.02937,0.12369,0.20017,0.21621,0.16826,0.25006,0.20657,0.27822,0.34086,0.27345,0.25456,0.00216,0
65 to 69,0,0,0,0.01939,0.03719,0.07523,0.08892,0.07337,0.08619,0.09708,0.07158,0.08074,0.1109,0.06195,0.00111,0.00068
70 to 74,0,0,0,1.00E-04,0.00076,0.00072,0.00034,0.00082,0.00093,0.00098,0.00108,6.00E-04,0.00068,0.00165,2.00E-05,0
75+,0,0,0,0,0.00021,0.00021,0.00029,0.00054,0.00118,0.00055,0.00093,6.00E-04,0.00123,0.00079,3.00E-05,0
