Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.02951,0.06242,0.05785,0.03023,0.06391,0.04096,0.05381,0.04408,0.0373,0.01145,0.0135,4.00E-04,0
20 to 24,0,0,0,0.09262,0.47322,0.47483,0.31817,0.27972,0.33786,0.24199,0.22063,0.18719,0.16848,0.07769,0.00106,0.00294
25 to 29,0,0,0,0.05616,0.47818,0.84307,0.55311,0.5506,0.5588,0.44146,0.48718,0.36302,0.31662,0.21003,0.00144,0.00319
30 to 34,0,0,0,0.05063,0.38594,0.58339,0.69997,0.57016,0.63737,0.54736,0.54917,0.4881,0.33729,0.18731,0.00236,0.0031
35 to 39,0,0,0,0.04988,0.45068,0.60367,0.6506,0.83502,0.72292,0.63779,0.60609,0.48777,0.42247,0.08004,0.00282,0.0059
40 to 44,0,0,0,0.05702,0.34917,0.57229,0.5983,0.8336,0.90884,0.67709,0.84218,0.63988,0.46875,0.18492,0.00254,0.00198
45 to 49,0,0,0,0.04724,0.29389,0.42167,0.51335,0.60625,0.76744,0.69448,0.85372,0.53047,0.48102,0.16757,0.00223,0.00074
50 to 54,0,0,0,0.03097,0.25048,0.3869,0.34564,0.49273,0.6157,0.49933,0.72397,0.54897,0.41024,0.21421,0.00151,0.00076
55 to 59,0,0,0,0.01796,0.14068,0.21851,0.24652,0.23967,0.26112,0.3106,0.42935,0.41992,0.3871,0.14112,0.00306,0
60 to 64,0,0,0,0.00922,0.0994,0.13979,0.12658,0.09508,0.14306,0.11975,0.15676,0.1862,0.14463,0.10957,0.00157,0
65 to 69,0,0,0,0.00495,0.02433,0.04275,0.04236,0.03374,0.04013,0.0458,0.03282,0.03589,0.04773,0.0217,0.00066,4.00E-04
70 to 74,0,0,0,4.00E-05,0.00084,0.00069,0.00027,0.00064,0.00073,0.00078,0.00084,0.00045,5.00E-04,0.00097,2.00E-05,0
75+,0,0,0,0,0.00024,2.00E-04,0.00023,0.00042,0.00092,0.00044,0.00072,0.00045,0.00089,0.00047,3.00E-05,0
