Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.01584,0.04177,0.04957,0.0291,0.05863,0.03669,0.0464,0.03552,0.02707,0.00548,0.00254,0.00029,0
20 to 24,0,0,0,0.06197,0.39461,0.50712,0.38168,0.31982,0.37722,0.26009,0.22158,0.16928,0.10046,0.0182,0.00097,0.00268
25 to 29,0,0,0,0.04813,0.51069,1.15319,0.84981,0.80627,0.79907,0.60769,0.62664,0.42047,0.24179,0.06302,0.00169,0.00373
30 to 34,0,0,0,0.04873,0.46299,0.89634,1.20801,0.93782,1.02376,0.84633,0.79345,0.63502,0.28931,0.06313,0.0031,0.00407
35 to 39,0,0,0,0.04576,0.51528,0.88399,1.07012,1.30902,1.10668,0.93988,0.8346,0.60482,0.34538,0.02571,0.00353,0.00739
40 to 44,0,0,0,0.05108,0.38985,0.81835,0.961,1.27613,1.35865,0.97438,1.13249,0.7748,0.37422,0.058,0.00311,0.00242
45 to 49,0,0,0,0.04074,0.31587,0.58044,0.79374,0.89339,1.1044,0.96206,1.1051,0.61832,0.36967,0.0506,0.00262,0.00087
50 to 54,0,0,0,0.02496,0.25156,0.49766,0.49938,0.6785,0.82794,0.64637,0.8757,0.59793,0.2946,0.06044,0.00166,0.00083
55 to 59,0,0,0,0.01304,0.12722,0.25309,0.32073,0.29718,0.31618,0.36203,0.46764,0.41184,0.25031,0.03585,0.00303,0
60 to 64,0,0,0,0.00441,0.05927,0.10675,0.10858,0.07773,0.11421,0.09203,0.11257,0.1204,0.06166,0.01835,0.00103,0
65 to 69,0,0,0,0.00093,0.0057,0.01283,0.01428,0.01084,0.01259,0.01383,0.00926,0.00912,0.008,0.00143,0.00017,1.00E-04
70 to 74,0,0,0,3.00E-05,0.00076,8.00E-04,0.00036,8.00E-04,9.00E-04,0.00092,0.00092,0.00044,0.00032,0.00025,2.00E-05,0
75+,0,0,0,0,0.00022,0.00024,3.00E-04,0.00053,0.00113,0.00052,0.00079,0.00045,0.00058,0.00012,3.00E-05,0
