Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.06137,0.10081,0.10915,0.0598,0.12025,0.07524,0.09699,0.07617,0.06272,0.01433,0.00773,0.00057,0
20 to 24,0,0,0,0.14958,0.59358,0.69584,0.48878,0.40878,0.48203,0.33879,0.29611,0.24448,0.16369,0.03456,0.00119,0.00329
25 to 29,0,0,0,0.10596,0.70075,1.44341,0.99271,0.94006,0.93143,0.72206,0.76389,0.55393,0.35939,0.10917,0.00189,0.00418
30 to 34,0,0,0,0.10014,0.59289,1.04706,1.31697,1.02048,1.11372,0.93852,0.90268,0.78076,0.40134,0.10206,0.00324,0.00425
35 to 39,0,0,0,0.09385,0.65861,1.03067,1.16444,1.42169,1.20165,1.04029,0.94771,0.74221,0.4782,0.04148,0.00368,0.0077
40 to 44,0,0,0,0.10474,0.49817,0.95391,1.04544,1.38562,1.47486,1.0782,1.28564,0.95057,0.51801,0.09358,0.00324,0.00253
45 to 49,0,0,0,0.08516,0.41145,0.68969,0.8802,0.98884,1.22208,1.08518,1.27885,0.77329,0.52161,0.08321,0.00278,0.00093
50 to 54,0,0,0,0.05351,0.33618,0.60665,0.56814,0.77045,0.9399,0.74799,1.03964,0.76717,0.42647,0.10197,0.00181,0.00091
55 to 59,0,0,0,0.03021,0.18374,0.33342,0.39434,0.36469,0.38791,0.45277,0.6,0.57105,0.39161,0.06537,0.00356,0
60 to 64,0,0,0,0.01153,0.09658,0.15868,0.15062,0.10762,0.15809,0.12986,0.16296,0.18837,0.10884,0.03776,0.00136,0
65 to 69,0,0,0,0.00284,0.01082,0.02222,0.02308,0.01749,0.02031,0.02274,0.01562,0.01663,0.01645,0.00342,0.00026,0.00016
70 to 74,0,0,0,6.00E-05,0.00094,9.00E-04,0.00037,0.00084,0.00093,0.00097,0.00101,0.00052,0.00043,0.00039,2.00E-05,0
75+,0,0,0,0,0.00026,0.00027,0.00032,0.00055,0.00118,0.00055,0.00086,0.00053,0.00077,0.00019,3.00E-05,0
