Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.10325,0.13904,0.1321,0.07394,0.14572,0.09029,0.11306,0.08937,0.07736,0.0224,0.02172,0.00074,0
20 to 24,0,0,0,0.2063,0.67104,0.69027,0.4954,0.40602,0.47414,0.32371,0.28475,0.24716,0.20977,0.07955,0.00126,0.0035
25 to 29,0,0,0,0.12824,0.69514,1.25644,0.88289,0.81932,0.80395,0.60539,0.64459,0.4914,0.40414,0.22046,0.00176,0.0039
30 to 34,0,0,0,0.12383,0.60093,0.93123,1.19673,0.90873,0.98217,0.80397,0.77825,0.70769,0.46112,0.21059,0.00309,0.00405
35 to 39,0,0,0,0.11373,0.65416,0.89829,1.03693,1.24065,1.03848,0.8733,0.8007,0.65927,0.53842,0.08388,0.00344,0.00719
40 to 44,0,0,0,0.1257,0.49002,0.82334,0.92196,1.19747,1.26226,0.89636,1.07571,0.83617,0.57759,0.18738,0.003,0.00234
45 to 49,0,0,0,0.09927,0.39313,0.57825,0.75401,0.8301,1.01597,0.87634,1.03939,0.66075,0.56497,0.16185,0.0025,0.00083
50 to 54,0,0,0,0.06278,0.32328,0.51191,0.48982,0.65094,0.78642,0.60793,0.85042,0.65974,0.46489,0.19963,0.00164,0.00082
55 to 59,0,0,0,0.03726,0.18576,0.29578,0.35743,0.32393,0.34122,0.38688,0.51598,0.51629,0.4488,0.13455,0.00339,0
60 to 64,0,0,0,0.01802,0.12376,0.17843,0.17306,0.12117,0.17628,0.14065,0.17764,0.21588,0.15812,0.09851,0.00164,0
65 to 69,0,0,0,0.00796,0.02491,0.04488,0.04763,0.03536,0.04066,0.04424,0.03058,0.03422,0.04291,0.01604,0.00057,0.00035
70 to 74,0,0,0,8.00E-05,0.001,0.00084,0.00035,0.00078,0.00086,0.00087,0.00091,5.00E-04,0.00052,0.00084,2.00E-05,0
75+,0,0,0,0,0.00028,0.00025,3.00E-04,0.00051,0.00109,0.00049,0.00078,5.00E-04,0.00093,4.00E-04,3.00E-05,0
