Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.56624,0.36389,0.323,0.18545,0.38452,0.24589,0.32109,0.25654,0.22579,0.06895,0.09494,0.00173,0
20 to 24,0,0,0,0.5399,0.83811,0.80547,0.59297,0.51133,0.61623,0.43875,0.3901,0.34425,0.30814,0.16595,0.00141,0.00391
25 to 29,0,0,0,0.31356,0.81115,1.36978,0.98733,0.96401,0.97622,0.76663,0.82502,0.63946,0.55464,0.42971,0.00184,0.00407
30 to 34,0,0,0,0.31057,0.71928,1.04139,1.37278,1.09675,1.22335,1.04432,1.02177,0.94463,0.64914,0.42104,0.00331,0.00434
35 to 39,0,0,0,0.3001,0.82382,1.05693,1.25148,1.57541,1.36092,1.19352,1.10605,0.92587,0.79748,0.17646,0.00387,0.00811
40 to 44,0,0,0,0.34232,0.63687,0.99977,1.14835,1.56929,1.70717,1.26427,1.53352,1.21193,0.8829,0.40681,0.00349,0.00272
45 to 49,0,0,0,0.28193,0.53285,0.73225,0.97943,1.13448,1.43298,1.28902,1.54526,0.99874,0.90062,0.36645,0.00303,0.00101
50 to 54,0,0,0,0.18022,0.44288,0.6552,0.64309,0.89917,1.12112,0.90381,1.27789,1.00792,0.74904,0.45682,0.00201,0.00101
55 to 59,0,0,0,0.10874,0.25872,0.3849,0.4771,0.45493,0.49456,0.58477,0.78828,0.80193,0.73518,0.31304,0.00422,0
60 to 64,0,0,0,0.05548,0.1818,0.24488,0.24362,0.17948,0.26946,0.22421,0.28622,0.35363,0.27316,0.2417,0.00216,0
65 to 69,0,0,0,0.03481,0.05196,0.08747,0.09523,0.07439,0.08828,0.10015,0.06999,0.07962,0.10529,0.05591,0.00106,0.00065
70 to 74,0,0,0,0.00019,0.00111,0.00088,0.00038,0.00088,0.001,0.00106,0.00112,0.00062,0.00068,0.00156,2.00E-05,0
75+,0,0,0,0,0.00031,0.00026,0.00032,0.00058,0.00127,6.00E-04,0.00096,0.00063,0.00122,0.00075,3.00E-05,0
