Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.02218,0.04084,0.04397,0.02353,0.04471,0.02726,0.03451,0.0247,0.01602,0.00279,0.00102,0.00034,0
20 to 24,0,0,0,0.06059,0.26947,0.31412,0.21551,0.17031,0.19571,0.13508,0.10761,0.06996,0.03567,0.00512,8.00E-04,0.00222
25 to 29,0,0,0,0.04268,0.31633,0.64793,0.43523,0.38945,0.37605,0.28627,0.27604,0.15761,0.07788,0.01609,0.00127,0.0028
30 to 34,0,0,0,0.0394,0.26141,0.45906,0.56394,0.41291,0.43916,0.36342,0.31859,0.21698,0.08495,0.01469,0.00212,0.00278
35 to 39,0,0,0,0.03489,0.27439,0.42699,0.47116,0.54358,0.44774,0.38064,0.31606,0.19491,0.09564,0.00564,0.00228,0.00476
40 to 44,0,0,0,0.03795,0.20226,0.38512,0.41224,0.51629,0.53555,0.38447,0.41784,0.24327,0.10097,0.0124,0.00195,0.00152
45 to 49,0,0,0,0.0303,0.16405,0.27344,0.34084,0.36182,0.43577,0.37999,0.40815,0.19433,0.09984,0.01083,0.00165,0.00055
50 to 54,0,0,0,0.01735,0.12217,0.21922,0.20051,0.25694,0.30547,0.23872,0.30242,0.17572,0.0744,0.0121,0.00098,0.00049
55 to 59,0,0,0,0.00771,0.05258,0.09487,0.10959,0.09577,0.09927,0.11378,0.13743,0.103,0.05379,0.00611,0.00151,0
60 to 64,0,0,0,0.00224,0.02105,0.03439,0.03188,0.02153,0.03081,0.02486,0.02843,0.02588,0.01139,0.00269,0.00044,0
65 to 69,0,0,0,0.00038,0.0016,0.00327,0.00332,0.00238,0.00269,0.00296,0.00185,0.00155,0.00117,0.00017,6.00E-05,4.00E-05
70 to 74,0,0,0,4.00E-05,0.00063,6.00E-04,0.00024,0.00052,0.00056,0.00058,0.00054,0.00022,0.00014,9.00E-05,2.00E-05,0
75+,0,0,0,0,0.00018,0.00018,0.00021,0.00034,0.00071,0.00032,0.00047,0.00022,0.00025,4.00E-05,3.00E-05,0
