Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.02197,0.04741,0.04757,0.0286,0.05757,0.03605,0.04553,0.03546,0.0269,0.00644,0.00275,0.00034,0
20 to 24,0,0,0,0.07035,0.36665,0.39829,0.30703,0.25706,0.30332,0.20888,0.18106,0.13772,0.0967,0.01614,0.00093,0.00258
25 to 29,0,0,0,0.04618,0.4011,0.7656,0.57784,0.54779,0.54313,0.41253,0.43283,0.28915,0.19673,0.04724,0.00138,0.00304
30 to 34,0,0,0,0.04789,0.37243,0.60948,0.84126,0.65258,0.71269,0.58844,0.56129,0.44726,0.2411,0.04847,0.00259,0.0034
35 to 39,0,0,0,0.04493,0.41416,0.60059,0.74465,0.91015,0.7698,0.65296,0.58994,0.42564,0.28759,0.01972,0.00294,0.00616
40 to 44,0,0,0,0.05018,0.31348,0.55624,0.669,0.88766,0.94546,0.67721,0.80084,0.5455,0.31174,0.04452,0.00259,0.00202
45 to 49,0,0,0,0.03998,0.25368,0.39404,0.55187,0.62066,0.76758,0.66782,0.7805,0.43479,0.30756,0.03879,0.00218,0.00073
50 to 54,0,0,0,0.02491,0.20556,0.34374,0.35327,0.47959,0.58547,0.45651,0.62927,0.42779,0.24939,0.04714,0.00141,0.00071
55 to 59,0,0,0,0.01296,0.1035,0.17404,0.22589,0.20914,0.22261,0.25457,0.33457,0.29336,0.21097,0.02784,0.00255,0
60 to 64,0,0,0,0.00519,0.05705,0.08686,0.09048,0.06472,0.09514,0.07657,0.09529,0.10148,0.06149,0.01686,0.00102,0
65 to 69,0,0,0,0.00101,0.00505,0.00962,0.01096,0.00831,0.00966,0.0106,0.00722,0.00708,0.00735,0.00121,0.00016,1.00E-04
70 to 74,0,0,0,4.00E-05,0.00074,0.00066,3.00E-04,0.00067,0.00075,0.00076,0.00078,0.00037,0.00032,0.00023,2.00E-05,0
75+,0,0,0,0,0.00021,2.00E-04,0.00025,0.00044,0.00094,0.00043,0.00067,0.00038,0.00058,0.00011,3.00E-05,0
