Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.01495,0.01931,0.03764,0.02385,0.05014,0.03097,0.0408,0.03134,0.02882,0.0083,0.00955,0.00028,0
20 to 24,0,0,0,0.02865,0.08935,0.18861,0.15326,0.13398,0.15598,0.11203,0.09575,0.0883,0.07455,0.03354,0.00046,0.00128
25 to 29,0,0,0,0.03654,0.18994,0.70449,0.56046,0.55477,0.54271,0.42992,0.44479,0.36023,0.29472,0.19073,0.00132,0.00292
30 to 34,0,0,0,0.03994,0.1859,0.59115,0.86009,0.69662,0.75064,0.6464,0.60799,0.58733,0.38071,0.20626,0.00262,0.00344
35 to 39,0,0,0,0.03913,0.21585,0.60824,0.7949,1.01444,0.84657,0.74893,0.66722,0.58361,0.47416,0.08764,0.00311,0.00651
40 to 44,0,0,0,0.04312,0.1612,0.55581,0.70462,0.97618,1.02589,0.76639,0.89367,0.73797,0.50712,0.19517,0.0027,0.00211
45 to 49,0,0,0,0.03582,0.13605,0.41065,0.60623,0.71188,0.86865,0.78822,0.90839,0.61347,0.52182,0.17735,0.00237,0.00079
50 to 54,0,0,0,0.02201,0.10871,0.35324,0.38266,0.54242,0.65334,0.53131,0.72218,0.59518,0.41723,0.21254,0.00151,0.00076
55 to 59,0,0,0,0.01388,0.06636,0.21683,0.29664,0.28676,0.30115,0.35919,0.46549,0.49481,0.42789,0.15218,0.00332,0
60 to 64,0,0,0,0.00668,0.04398,0.13012,0.14288,0.10671,0.15477,0.12991,0.15943,0.20582,0.14997,0.11084,0.0016,0
65 to 69,0,0,0,0.0035,0.0105,0.03883,0.04665,0.03694,0.04235,0.04847,0.03256,0.03871,0.04828,0.02142,0.00065,4.00E-04
70 to 74,0,0,0,3.00E-05,0.00036,0.00063,3.00E-04,0.00071,0.00078,0.00083,0.00084,0.00049,0.00051,0.00097,2.00E-05,0
75+,0,0,0,0,1.00E-04,0.00019,0.00026,0.00047,0.00098,0.00047,0.00072,0.00049,0.00091,0.00046,3.00E-05,0
