Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.13016,0.13506,0.15093,0.08899,0.1797,0.11522,0.14768,0.12092,0.09876,0.03199,0.04129,0.00083,0
20 to 24,0,0,0,0.20039,0.5023,0.60775,0.45944,0.38585,0.46627,0.32583,0.29689,0.24313,0.23083,0.11654,0.00109,0.00303
25 to 29,0,0,0,0.14652,0.61204,1.3012,0.96311,0.91584,0.92993,0.71676,0.79052,0.56857,0.52309,0.3799,0.00179,0.00397
30 to 34,0,0,0,0.14903,0.55731,1.01584,1.37508,1.06996,1.19666,1.00263,1.00534,0.86249,0.62867,0.38224,0.00331,0.00435
35 to 39,0,0,0,0.14025,0.62167,1.00412,1.22091,1.49686,1.29653,1.116,1.0599,0.82333,0.7522,0.15602,0.00378,0.0079
40 to 44,0,0,0,0.16041,0.48188,0.95237,1.1233,1.49504,1.63076,1.18533,1.47347,1.08059,0.83501,0.36065,0.00341,0.00266
45 to 49,0,0,0,0.12967,0.39571,0.68462,0.94033,1.0608,1.3435,1.18616,1.45727,0.87401,0.836,0.31886,0.00291,0.00097
50 to 54,0,0,0,0.08495,0.33706,0.6278,0.63275,0.86165,1.07722,0.85235,1.23506,0.90396,0.71257,0.40737,0.00198,0.00099
55 to 59,0,0,0,0.04756,0.18272,0.34223,0.43561,0.40454,0.44097,0.51174,0.70698,0.6674,0.64899,0.25904,0.00385,0
60 to 64,0,0,0,0.02574,0.13619,0.23095,0.23594,0.16929,0.25484,0.20812,0.27228,0.31217,0.25578,0.21215,0.00209,0
65 to 69,0,0,0,0.01514,0.03649,0.07733,0.08645,0.06577,0.07826,0.08715,0.06241,0.06589,0.09242,0.046,0.00096,0.00059
70 to 74,0,0,0,9.00E-05,0.00086,0.00085,0.00038,0.00086,0.00098,0.00102,0.0011,0.00056,0.00066,0.00142,2.00E-05,0
75+,0,0,0,0,0.00024,0.00025,0.00032,0.00056,0.00124,0.00057,0.00094,0.00057,0.00119,0.00068,3.00E-05,0
