Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.00935,0.02479,0.03056,0.01804,0.03819,0.02306,0.02961,0.02308,0.01431,0.00104,0.00052,0.00022,0
20 to 24,0,0,0,0.03678,0.23559,0.31446,0.23805,0.20951,0.23847,0.16692,0.14481,0.09002,0.01914,0.00374,0.00075,0.00207
25 to 29,0,0,0,0.02967,0.31668,0.74271,0.55048,0.54858,0.52468,0.40507,0.42536,0.23223,0.04785,0.01345,0.00136,0.003
30 to 34,0,0,0,0.03022,0.28875,0.58062,0.78703,0.64177,0.6761,0.5674,0.54169,0.35275,0.05758,0.01355,0.0025,0.00329
35 to 39,0,0,0,0.0298,0.33755,0.60146,0.73231,0.94091,0.76767,0.66186,0.59849,0.35289,0.0722,0.00579,0.00299,0.00627
40 to 44,0,0,0,0.03211,0.24646,0.53734,0.63465,0.88521,0.9095,0.66216,0.78371,0.43627,0.0755,0.01262,0.00254,0.00198
45 to 49,0,0,0,0.026,0.20272,0.38691,0.53214,0.62912,0.75052,0.66371,0.77637,0.35345,0.07571,0.01117,0.00218,0.00073
50 to 54,0,0,0,0.01622,0.16441,0.33781,0.34093,0.48655,0.57296,0.45409,0.62648,0.34805,0.06144,0.01359,0.00141,0.00071
55 to 59,0,0,0,0.00689,0.06765,0.13978,0.17816,0.17339,0.17803,0.20695,0.27221,0.19506,0.04248,0.00656,0.00208,0
60 to 64,0,0,0,0.00084,0.01129,0.02112,0.02161,0.01625,0.02304,0.01885,0.02348,0.02043,0.00375,0.0012,0.00025,0
65 to 69,0,0,0,0.00019,0.00117,0.00274,0.00306,0.00244,0.00274,0.00305,0.00208,0.00167,0.00052,1.00E-04,4.00E-05,3.00E-05
70 to 74,0,0,0,2.00E-05,0.00059,0.00065,0.00029,0.00068,0.00073,0.00076,0.00078,0.00031,8.00E-05,7.00E-05,2.00E-05,0
75+,0,0,0,0,0.00017,0.00019,0.00024,0.00045,0.00092,0.00043,0.00067,0.00031,0.00014,3.00E-05,3.00E-05,0
