Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.06251,0.09632,0.1005,0.05518,0.1097,0.06786,0.08701,0.068,0.05596,0.01461,0.00573,0.00057,0
20 to 24,0,0,0,0.14291,0.53191,0.60088,0.423,0.34976,0.40774,0.28507,0.24792,0.20458,0.15655,0.02402,0.00112,0.00311
25 to 29,0,0,0,0.09756,0.60512,1.20112,0.82787,0.77508,0.75924,0.58548,0.61631,0.44667,0.33123,0.07312,0.00172,0.00381
30 to 34,0,0,0,0.0924,0.5131,0.8732,1.10068,0.84321,0.9098,0.76265,0.72988,0.63095,0.3707,0.06851,0.00296,0.00389
35 to 39,0,0,0,0.08562,0.56351,0.84979,0.96217,1.16142,0.9705,0.83577,0.7576,0.593,0.43668,0.02753,0.00333,0.00696
40 to 44,0,0,0,0.09447,0.42139,0.77756,0.85402,1.11909,1.17762,0.85638,1.01606,0.75084,0.46766,0.0614,0.0029,0.00226
45 to 49,0,0,0,0.0764,0.34621,0.55923,0.71526,0.79443,0.97065,0.85739,1.00538,0.6076,0.46844,0.05431,0.00247,0.00082
50 to 54,0,0,0,0.04777,0.28146,0.48945,0.45937,0.61589,0.74282,0.58804,0.81326,0.59979,0.38109,0.06622,0.0016,8.00E-04
55 to 59,0,0,0,0.02695,0.15375,0.26886,0.31867,0.29137,0.3064,0.35575,0.46909,0.44622,0.34974,0.04243,0.00315,0
60 to 64,0,0,0,0.01176,0.09237,0.14624,0.13912,0.09828,0.14273,0.11662,0.14562,0.16823,0.1111,0.02801,0.00138,0
65 to 69,0,0,0,0.0021,0.00752,0.01488,0.01549,0.01161,0.01332,0.01484,0.01015,0.01079,0.0122,0.00185,0.00019,0.00012
70 to 74,0,0,0,6.00E-05,0.00089,0.00082,0.00034,0.00076,0.00083,0.00086,0.00089,0.00046,0.00043,0.00028,2.00E-05,0
75+,0,0,0,0,0.00025,0.00024,0.00029,5.00E-04,0.00105,0.00049,0.00076,0.00047,0.00078,0.00014,3.00E-05,0
