Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.03235,0.0687,0.07143,0.03697,0.0733,0.04493,0.05601,0.04304,0.03394,0.00706,0.00366,0.00041,0
20 to 24,0,0,0,0.10193,0.52287,0.58859,0.3906,0.32206,0.37207,0.2529,0.21624,0.17101,0.10421,0.02114,0.00111,0.00309
25 to 29,0,0,0,0.06934,0.59275,1.17245,0.76179,0.7112,0.69039,0.51759,0.53567,0.37208,0.21971,0.06411,0.0017,0.00377
30 to 34,0,0,0,0.06191,0.4738,0.8035,0.95477,0.72937,0.77988,0.63557,0.59802,0.49546,0.23179,0.05663,0.00276,0.00362
35 to 39,0,0,0,0.0572,0.51888,0.77975,0.83227,1.00178,0.82957,0.69454,0.61898,0.46434,0.27228,0.02269,0.00309,0.00646
40 to 44,0,0,0,0.06255,0.38453,0.70705,0.73207,0.95658,0.99755,0.70526,0.82268,0.58264,0.28897,0.05015,0.00267,0.00208
45 to 49,0,0,0,0.04918,0.30714,0.49438,0.59607,0.66018,0.79937,0.68646,0.79139,0.45838,0.2814,0.04313,0.00221,0.00074
50 to 54,0,0,0,0.03023,0.24549,0.42541,0.37639,0.5032,0.60144,0.46288,0.62939,0.44487,0.22508,0.0517,0.00141,0.00071
55 to 59,0,0,0,0.01635,0.12852,0.22396,0.25024,0.22815,0.23777,0.26838,0.34793,0.3172,0.19797,0.03175,0.00266,0
60 to 64,0,0,0,0.00568,0.06148,0.097,0.08699,0.06128,0.08819,0.07006,0.08601,0.09523,0.05008,0.01669,0.00092,0
65 to 69,0,0,0,0.00134,0.00662,0.01305,0.01281,0.00957,0.01088,0.01179,0.00792,0.00808,0.00727,0.00145,0.00017,1.00E-04
70 to 74,0,0,0,5.00E-05,0.00088,0.00081,0.00032,7.00E-04,0.00077,0.00077,0.00078,0.00039,0.00029,0.00025,2.00E-05,0
75+,0,0,0,0,0.00025,0.00024,0.00027,0.00046,0.00097,0.00044,0.00067,0.00039,0.00052,0.00012,3.00E-05,0
