Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.82811,0.47209,0.40315,0.2262,0.45344,0.28515,0.36613,0.29777,0.24812,0.08265,0.04331,0.00209,0
20 to 24,0,0,0,0.70044,0.96455,0.89181,0.64158,0.53489,0.63392,0.44381,0.40166,0.33559,0.32768,0.06716,0.00151,0.00419
25 to 29,0,0,0,0.39137,0.8981,1.45907,1.02774,0.97016,0.96612,0.74603,0.81726,0.59971,0.56743,0.1673,0.0019,0.0042
30 to 34,0,0,0,0.3788,0.77825,1.08401,1.39641,1.07861,1.18313,0.99312,0.9891,0.86573,0.64899,0.16019,0.00333,0.00438
35 to 39,0,0,0,0.35389,0.86178,1.06368,1.23078,1.49795,1.2725,1.09733,1.03515,0.82039,0.77084,0.06491,0.00378,0.00791
40 to 44,0,0,0,0.39696,0.65514,0.98943,1.11059,1.46733,1.56973,1.14307,1.41137,1.05601,0.83923,0.14715,0.00334,0.00261
45 to 49,0,0,0,0.32148,0.53899,0.71258,0.9314,1.04305,1.2956,1.14598,1.39843,0.85571,0.84177,0.13034,0.00286,0.00095
50 to 54,0,0,0,0.20919,0.45601,0.64904,0.62252,0.84154,1.03182,0.81793,1.17721,0.87907,0.71266,0.1654,0.00193,0.00097
55 to 59,0,0,0,0.1195,0.25221,0.36098,0.43725,0.4031,0.43094,0.50103,0.68751,0.66217,0.66222,0.10731,0.00384,0
60 to 64,0,0,0,0.06651,0.19333,0.25053,0.24356,0.17348,0.25613,0.20956,0.27232,0.31854,0.26842,0.09038,0.00214,0
65 to 69,0,0,0,0.01588,0.02103,0.03406,0.03623,0.02736,0.03193,0.03562,0.02534,0.02729,0.03937,0.00796,4.00E-04,0.00024
70 to 74,0,0,0,0.00023,0.00119,9.00E-04,0.00038,0.00086,0.00096,0.001,0.00107,0.00056,0.00068,0.00059,2.00E-05,0
75+,0,0,0,0,0.00034,0.00027,0.00033,0.00057,0.00121,0.00056,0.00092,0.00057,0.00121,0.00028,3.00E-05,0
