Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.09714,0.13286,0.11896,0.06778,0.13698,0.08749,0.11309,0.09028,0.07429,0.02047,0.01781,0.00072,0
20 to 24,0,0,0,0.19712,0.65129,0.63138,0.46129,0.38768,0.46665,0.32891,0.29217,0.24107,0.19471,0.06625,0.00124,0.00345
25 to 29,0,0,0,0.11548,0.63584,1.08309,0.77476,0.73727,0.74569,0.5797,0.62331,0.4517,0.35353,0.17303,0.00164,0.00362
30 to 34,0,0,0,0.11351,0.55954,0.81718,1.06903,0.83242,0.92737,0.78369,0.76609,0.6622,0.41063,0.16826,0.00292,0.00383
35 to 39,0,0,0,0.10691,0.62461,0.80833,0.94986,1.16539,1.00549,0.87294,0.80825,0.63259,0.49167,0.06873,0.00333,0.00697
40 to 44,0,0,0,0.12179,0.48228,0.76368,0.87052,1.15944,1.25977,0.92355,1.11924,0.82702,0.54367,0.15825,0.00299,0.00233
45 to 49,0,0,0,0.0993,0.39945,0.55371,0.73499,0.82976,1.04679,0.93216,1.11647,0.67468,0.549,0.14112,0.00258,0.00086
50 to 54,0,0,0,0.06342,0.3317,0.49501,0.48216,0.65707,0.81825,0.65301,0.92247,0.68028,0.4562,0.17576,0.00171,0.00086
55 to 59,0,0,0,0.03578,0.18118,0.27189,0.33446,0.31083,0.33749,0.39503,0.53204,0.50606,0.41864,0.11261,0.00335,0
60 to 64,0,0,0,0.01647,0.11488,0.15609,0.15411,0.11065,0.16593,0.13667,0.17432,0.20137,0.14036,0.07846,0.00155,0
65 to 69,0,0,0,0.00653,0.02074,0.03522,0.03805,0.02897,0.03434,0.03857,0.02693,0.02864,0.03418,0.01147,0.00048,0.00029
70 to 74,0,0,0,8.00E-05,0.00098,0.00078,0.00033,0.00076,0.00086,9.00E-04,0.00095,0.00049,0.00049,0.00071,2.00E-05,0
75+,0,0,0,0,0.00028,0.00023,0.00029,5.00E-04,0.00109,0.00051,0.00081,5.00E-04,0.00088,0.00034,3.00E-05,0
