Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.44468,0.32033,0.30893,0.16749,0.33063,0.20878,0.27072,0.2227,0.18773,0.04906,0.01702,0.00153,0
20 to 24,0,0,0,0.47527,0.82699,0.86353,0.60028,0.49283,0.58649,0.41465,0.37958,0.32085,0.24578,0.03334,0.0014,0.00388
25 to 29,0,0,0,0.2999,0.86962,1.59556,1.08595,1.00951,1.00946,0.78718,0.87223,0.64754,0.48066,0.09381,0.00199,0.00439
30 to 34,0,0,0,0.28048,0.72814,1.14542,1.42573,1.08449,1.19449,1.01255,1.02002,0.90323,0.5312,0.08679,0.00337,0.00443
35 to 39,0,0,0,0.25805,0.79402,1.10682,1.23749,1.48318,1.26517,1.10177,1.05126,0.84289,0.62133,0.03463,0.00376,0.00787
40 to 44,0,0,0,0.29065,0.60613,1.03382,1.12126,1.45887,1.56714,1.15244,1.43926,1.08946,0.67925,0.07884,0.00334,0.0026
45 to 49,0,0,0,0.2377,0.50358,0.75189,0.94963,1.04727,1.30622,1.16677,1.44013,0.89152,0.68803,0.07052,0.00289,0.00096
50 to 54,0,0,0,0.15645,0.43094,0.6927,0.64198,0.85463,1.05221,0.84232,1.22622,0.92636,0.58918,0.09051,0.00197,0.00099
55 to 59,0,0,0,0.09041,0.24113,0.38976,0.45619,0.41416,0.44459,0.52199,0.7245,0.70595,0.55388,0.05941,0.00396,0
60 to 64,0,0,0,0.03948,0.14501,0.21222,0.19936,0.13983,0.2073,0.17129,0.22513,0.26642,0.17613,0.03926,0.00173,0
65 to 69,0,0,0,0.00624,0.01044,0.0191,0.01963,0.0146,0.01711,0.01927,0.01387,0.01511,0.0171,0.00229,0.00021,0.00013
70 to 74,0,0,0,0.00017,0.0011,0.00095,0.00039,0.00085,0.00096,0.00101,0.00109,0.00058,0.00055,0.00032,2.00E-05,0
75+,0,0,0,0,0.00031,0.00028,0.00033,0.00056,0.00121,0.00057,0.00094,0.00059,0.00098,0.00015,3.00E-05,0
