Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.016,0.03622,0.04974,0.02656,0.05619,0.03749,0.04907,0.03851,0.03068,0.00966,0.00104,0.00029,0
20 to 24,0,0,0,0.05374,0.29391,0.437,0.29914,0.26322,0.33097,0.2362,0.20631,0.1648,0.15208,0.00639,0.00083,0.00231
25 to 29,0,0,0,0.04829,0.44009,1.14977,0.77059,0.76775,0.81118,0.6385,0.67506,0.4736,0.4235,0.02561,0.00169,0.00373
30 to 34,0,0,0,0.04447,0.36286,0.81279,0.99624,0.81218,0.9452,0.80875,0.77737,0.65052,0.46087,0.02333,0.00282,0.0037
35 to 39,0,0,0,0.04385,0.42408,0.84175,0.92676,1.19046,1.07297,0.94316,0.85867,0.65063,0.57775,0.00998,0.00337,0.00705
40 to 44,0,0,0,0.05219,0.34206,0.83076,0.88726,1.23724,1.40431,1.04239,1.24215,0.88857,0.66737,0.024,0.00316,0.00246
45 to 49,0,0,0,0.04308,0.28685,0.60987,0.75849,0.89651,1.18149,1.06525,1.25456,0.73395,0.68234,0.02167,0.00276,0.00092
50 to 54,0,0,0,0.02706,0.23422,0.5361,0.48926,0.69806,0.90811,0.73378,1.01925,0.72768,0.55752,0.02654,0.0018,9.00E-04
55 to 59,0,0,0,0.01478,0.12386,0.28507,0.32856,0.31969,0.36261,0.42974,0.56911,0.52406,0.49531,0.01646,0.00341,0
60 to 64,0,0,0,0.00777,0.08972,0.18698,0.17296,0.13003,0.20368,0.16987,0.21304,0.23825,0.18973,0.0131,0.0018,0
65 to 69,0,0,0,0.00038,0.002,0.00521,0.00528,0.00421,0.00521,0.00592,0.00407,0.00419,0.00571,0.00024,7.00E-05,4.00E-05
70 to 74,0,0,0,3.00E-05,0.00066,8.00E-04,0.00032,0.00076,0.00091,0.00096,0.001,5.00E-04,0.00057,1.00E-04,2.00E-05,0
75+,0,0,0,0,0.00019,0.00024,0.00028,5.00E-04,0.00115,0.00054,0.00086,0.00051,0.00102,5.00E-05,3.00E-05,0
