Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.0963,0.11346,0.10857,0.06119,0.12697,0.08133,0.10506,0.07897,0.05789,0.01185,0.00695,0.00071,0
20 to 24,0,0,0,0.16834,0.47911,0.49636,0.35872,0.30956,0.37371,0.26321,0.22017,0.16183,0.09712,0.02228,0.00107,0.00295
25 to 29,0,0,0,0.10539,0.49987,0.90995,0.64386,0.62913,0.63819,0.49576,0.50196,0.32404,0.18845,0.0622,0.0015,0.00332
30 to 34,0,0,0,0.10247,0.43512,0.67911,0.8788,0.70264,0.78508,0.66296,0.61027,0.4699,0.21651,0.05983,0.00265,0.00347
35 to 39,0,0,0,0.0991,0.49875,0.68978,0.80177,1.01008,0.87405,0.75825,0.66111,0.46093,0.26619,0.02509,0.0031,0.00649
40 to 44,0,0,0,0.11323,0.38622,0.65359,0.73695,1.00787,1.09829,0.80457,0.91818,0.60436,0.29521,0.05795,0.0028,0.00218
45 to 49,0,0,0,0.09225,0.31965,0.47353,0.62176,0.72075,0.91194,0.81146,0.91522,0.49267,0.29788,0.05163,0.00241,8.00E-04
50 to 54,0,0,0,0.05548,0.24996,0.39864,0.38409,0.53746,0.67126,0.53531,0.71209,0.46778,0.23309,0.06056,0.0015,0.00075
55 to 59,0,0,0,0.02788,0.12162,0.19504,0.23733,0.22648,0.24663,0.28846,0.36585,0.30998,0.19054,0.03456,0.00262,0
60 to 64,0,0,0,0.00954,0.0573,0.0832,0.08126,0.05991,0.0901,0.07416,0.08907,0.09165,0.04747,0.01789,9.00E-04,0
65 to 69,0,0,0,0.00255,0.00698,0.01266,0.01353,0.01058,0.01257,0.01411,0.00928,0.00879,0.0078,0.00176,0.00019,0.00011
70 to 74,0,0,0,8.00E-05,0.00084,0.00071,3.00E-04,7.00E-04,0.00081,0.00084,0.00083,0.00038,0.00028,0.00028,2.00E-05,0
75+,0,0,0,0,0.00024,0.00021,0.00026,0.00046,0.00102,0.00047,0.00072,0.00039,0.00051,0.00013,3.00E-05,0
