Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 to 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 to 19,0,0,0,0.02206,0.03657,0.05847,0.03223,0.06506,0.04102,0.05293,0.04378,0.03041,0.01013,0.01033,0.00034,0
20 to 24,0,0,0,0.05426,0.21731,0.37614,0.26584,0.2232,0.26518,0.18658,0.17174,0.1196,0.11685,0.0466,0.00072,0.00199
25 to 29,0,0,0,0.05676,0.3788,1.15205,0.7972,0.75786,0.75658,0.58715,0.65415,0.4001,0.37879,0.2173,0.00169,0.00373
30 to 34,0,0,0,0.05397,0.32247,0.84085,1.06411,0.82776,0.91021,0.76786,0.77776,0.56742,0.4256,0.2044,0.00291,0.00382
35 to 39,0,0,0,0.05078,0.35961,0.83091,0.94454,1.1577,0.9859,0.85444,0.81974,0.54151,0.50909,0.08341,0.00332,0.00695
40 to 44,0,0,0,0.0571,0.27406,0.77483,0.85441,1.13685,1.2192,0.89227,1.12044,0.69876,0.55563,0.18956,0.00295,0.0023
45 to 49,0,0,0,0.04647,0.2266,0.56082,0.72015,0.81218,1.01133,0.89902,1.11572,0.56906,0.56011,0.16875,0.00253,0.00084
50 to 54,0,0,0,0.03075,0.19497,0.5195,0.48951,0.66641,0.81912,0.65258,0.9552,0.59453,0.48226,0.21778,0.00174,0.00087
55 to 59,0,0,0,0.01464,0.08988,0.24083,0.28658,0.26607,0.28515,0.33319,0.46498,0.37328,0.37352,0.11776,0.00288,0
60 to 64,0,0,0,0.00815,0.06894,0.16724,0.15973,0.11457,0.16958,0.13944,0.18428,0.17967,0.15149,0.09925,0.00161,0
65 to 69,0,0,0,0.00379,0.01459,0.04423,0.04623,0.03516,0.04114,0.04612,0.03337,0.02995,0.04324,0.017,0.00058,0.00036
70 to 74,0,0,0,4.00E-05,0.00057,8.00E-04,0.00033,0.00075,0.00085,0.00089,0.00096,0.00042,0.00051,0.00086,2.00E-05,0
75+,0,0,0,0,0.00016,0.00024,0.00028,5.00E-04,0.00107,5.00E-04,0.00083,0.00043,0.00091,0.00041,3.00E-05,0
