Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.43349,0.32244,0.22128,0.15075,0.34644,0.78665,0.76182,0.68242,0.49071,0.32053,0.52754,0.8211,0.97664,0.72979,0.38625,0.35094
5 to 9,0.47888,0.60974,0.4947,0.24215,0.18292,0.34128,0.8456,0.98851,0.83412,0.59523,0.43595,0.78418,0.88363,1.01574,1.0179,0.45434
10 to 14,0.27353,0.42857,0.97714,0.49407,0.17867,0.12444,0.46031,0.80487,0.91353,0.71633,0.59905,0.45098,0.5198,0.7768,0.73529,0.59623
15 to 19,0.13266,0.17112,0.37244,0.87745,0.53295,0.18732,0.09387,0.33114,0.59535,0.79352,0.60237,0.52459,0.44039,0.37528,0.55312,0.45712
20 to 24,0.20837,0.06281,0.08057,0.22853,1.031,0.39088,0.12139,0.0632,0.17564,0.4287,0.49424,0.3955,0.28053,0.27997,0.11174,0.12499
25 to 29,0.32911,0.20734,0.06564,0.08289,0.3423,0.92139,0.29836,0.0809,0.07337,0.1493,0.33566,0.4642,0.35111,0.29509,0.26555,0.09886
30 to 34,0.42623,0.37668,0.16,0.05082,0.08821,0.2811,0.67138,0.19618,0.13153,0.06799,0.17206,0.37265,0.41817,0.47308,0.22565,0.14026
35 to 39,0.37557,0.41213,0.32308,0.19996,0.04317,0.06816,0.25072,0.58658,0.21332,0.13756,0.09119,0.14879,0.32382,0.49398,0.44285,0.27717
40 to 44,0.17534,0.31364,0.38731,0.32526,0.16109,0.03639,0.09432,0.17549,0.50415,0.19357,0.12509,0.07605,0.16843,0.3892,0.39515,0.27201
45 to 49,0.07195,0.12244,0.18713,0.3353,0.38413,0.10697,0.03736,0.05617,0.16762,0.51299,0.20096,0.16889,0.08754,0.13471,0.28466,0.24616
50 to 54,0.07611,0.06151,0.07585,0.18527,0.25827,0.237,0.0659,0.04471,0.06393,0.18593,0.43051,0.27089,0.17373,0.16513,0.22277,0.2863
55 to 59,0.05988,0.0561,0.03082,0.06095,0.1271,0.13728,0.08512,0.03746,0.01651,0.04917,0.1781,0.43002,0.23807,0.1874,0.11335,0.1255
60 to 64,0.04074,0.03865,0.02181,0.03085,0.03476,0.06987,0.07967,0.05921,0.04654,0.02822,0.04992,0.16337,0.39805,0.18595,0.18423,0.05716
65 to 69,0.01875,0.02048,0.02156,0.01886,0.01159,0.02378,0.02133,0.0376,0.04813,0.02124,0.02002,0.06897,0.1365,0.37196,0.17443,0.10259
70 to 74,0.0074,0.00979,0.01466,0.00945,0.00851,0.00434,0.0125,0.01835,0.01913,0.01735,0.01847,0.01406,0.03617,0.10147,0.25153,0.07286
75+,0.00763,0.00697,0.00676,0.00607,0.0075,0.00906,0.0064,0.00594,0.01204,0.02328,0.02867,0.02411,0.00801,0.02077,0.1108,0.08019
