Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.14995,0.33756,0.2864,0.15488,0.30008,0.56211,0.52907,0.4389,0.28711,0.13548,0.22035,0.31397,0.37504,0.20881,0.13621,0.14348
5 to 9,0.51212,0.23786,0.50152,0.2655,0.15035,0.23514,0.61402,0.64986,0.49024,0.25822,0.15827,0.25695,0.29014,0.27202,0.3092,0.17481
10 to 14,0.42365,0.47714,0.42693,0.45217,0.18895,0.09377,0.35528,0.56618,0.56792,0.37469,0.27237,0.16805,0.19833,0.22372,0.24638,0.26877
15 to 19,0.21147,0.26253,0.38199,0.30246,0.42317,0.17675,0.07563,0.24153,0.40428,0.40349,0.28516,0.21739,0.18655,0.11892,0.20637,0.22838
20 to 24,0.34746,0.10147,0.13447,0.24361,0.40716,0.37837,0.12258,0.05696,0.15324,0.27893,0.31133,0.22422,0.14204,0.11993,0.04931,0.07778
25 to 29,0.50042,0.3285,0.10562,0.12865,0.40518,0.35529,0.30858,0.07842,0.06469,0.12814,0.27193,0.32166,0.24446,0.1383,0.14572,0.07601
30 to 34,0.56029,0.55216,0.26522,0.07772,0.12313,0.2895,0.27983,0.22085,0.12201,0.05437,0.15745,0.33104,0.35512,0.30901,0.15326,0.12119
35 to 39,0.44166,0.48666,0.40214,0.25198,0.06373,0.08245,0.26585,0.23384,0.2159,0.1054,0.06326,0.1239,0.28096,0.33326,0.33302,0.30798
40 to 44,0.28403,0.39409,0.38438,0.34697,0.19948,0.05206,0.11091,0.19642,0.20406,0.17172,0.10871,0.0584,0.13628,0.27853,0.27061,0.30474
45 to 49,0.14407,0.1974,0.2313,0.28483,0.30203,0.14005,0.0527,0.06456,0.17318,0.17562,0.17892,0.11324,0.05648,0.08149,0.21973,0.26488
50 to 54,0.14954,0.11252,0.11342,0.18446,0.21119,0.23156,0.09253,0.04682,0.06441,0.15747,0.14727,0.19116,0.08798,0.06644,0.11666,0.22949
55 to 59,0.15351,0.12821,0.06001,0.08109,0.13427,0.13511,0.11845,0.05603,0.01815,0.03659,0.14227,0.14375,0.19078,0.09165,0.06341,0.09235
60 to 64,0.09245,0.08724,0.04449,0.05019,0.04242,0.07953,0.10065,0.08242,0.04924,0.01915,0.02842,0.12644,0.10767,0.10787,0.09315,0.03835
65 to 69,0.04156,0.04229,0.03686,0.02551,0.01645,0.02541,0.02625,0.04458,0.04739,0.01515,0.01036,0.03548,0.08278,0.07189,0.088,0.08411
70 to 74,0.01833,0.02121,0.02545,0.01496,0.01069,0.0058,0.01609,0.02402,0.01827,0.01572,0.01239,0.00846,0.02059,0.05429,0.05851,0.0667
75+,0.00957,0.0094,0.0085,0.00652,0.00681,0.00667,0.00526,0.00645,0.0103,0.01522,0.01469,0.01034,0.00337,0.00991,0.04885,0.02714
