Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.34535,0.44312,0.35171,0.24656,0.46229,0.84857,0.79001,0.79681,0.62235,0.39738,0.64149,0.89651,0.99027,0.6379,0.25624,0.17886
5 to 9,0.66948,0.50529,0.72375,0.38819,0.25086,0.40082,0.9866,1.16975,1.01904,0.7225,0.52785,0.85445,0.9096,0.89497,0.68331,0.2337
10 to 14,0.42323,0.58394,0.78204,0.63241,0.22956,0.15326,0.58336,0.9805,1.03138,0.79989,0.69104,0.48208,0.52773,0.68385,0.48969,0.31094
15 to 19,0.2218,0.25968,0.457,0.66262,0.54636,0.22774,0.12411,0.42462,0.69196,0.80443,0.65999,0.54038,0.44643,0.32726,0.36804,0.24033
20 to 24,0.35132,0.10279,0.12558,0.2934,0.55693,0.39849,0.15687,0.09066,0.22598,0.43983,0.52894,0.40113,0.28016,0.25074,0.07562,0.06674
25 to 29,0.45168,0.32148,0.1118,0.13356,0.38135,0.45119,0.33923,0.11464,0.10039,0.18035,0.37309,0.47683,0.34074,0.25736,0.17875,0.05149
30 to 34,0.4058,0.42768,0.23309,0.07762,0.10717,0.25258,0.3348,0.22905,0.16902,0.08162,0.1984,0.37869,0.3934,0.40495,0.14777,0.0726
35 to 39,0.32148,0.36394,0.34328,0.24403,0.05566,0.07623,0.24277,0.31631,0.24571,0.15928,0.10447,0.15853,0.31506,0.42373,0.28481,0.14568
40 to 44,0.18224,0.27184,0.3111,0.302,0.14856,0.04062,0.10494,0.18603,0.27034,0.19119,0.13518,0.07855,0.16391,0.32518,0.25226,0.14059
45 to 49,0.09839,0.13492,0.17307,0.26856,0.25203,0.09846,0.04505,0.06799,0.17698,0.25333,0.19235,0.1636,0.08235,0.11027,0.17792,0.12398
50 to 54,0.11836,0.09083,0.09432,0.19013,0.19229,0.18207,0.07813,0.05831,0.07818,0.18784,0.22905,0.25302,0.16077,0.135,0.14244,0.14121
55 to 59,0.11294,0.09853,0.04955,0.0785,0.11755,0.11515,0.09538,0.05342,0.02209,0.05614,0.18635,0.1981,0.20074,0.14845,0.07044,0.05881
60 to 64,0.07272,0.07381,0.03833,0.04909,0.04146,0.06705,0.08785,0.08105,0.06339,0.03389,0.05588,0.14676,0.15783,0.13801,0.10952,0.02699
65 to 69,0.03672,0.03866,0.03891,0.02983,0.01674,0.02751,0.02712,0.05234,0.0644,0.02592,0.02322,0.06738,0.11468,0.13259,0.0898,0.0491
70 to 74,0.01327,0.01784,0.0244,0.01498,0.01071,0.00532,0.01575,0.02451,0.02514,0.0207,0.0215,0.01415,0.03239,0.06923,0.06702,0.03428
75+,0.00955,0.00965,0.00972,0.00815,0.0079,0.00738,0.00656,0.00745,0.01456,0.02445,0.02662,0.01973,0.00633,0.01474,0.05488,0.01805
