Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.60578,0.69501,0.45308,0.26514,0.53384,1.04433,0.99515,0.84192,0.54776,0.33036,0.51791,0.78413,0.79176,0.4125,0.16197,0.10321
5 to 9,1.12652,0.79773,0.88166,0.41225,0.30516,0.49016,1.18349,1.1797,0.86326,0.59317,0.43388,0.75383,0.71618,0.5636,0.41383,0.13075
10 to 14,0.72462,0.88696,0.95622,0.6334,0.27055,0.19661,0.68342,0.93707,0.82223,0.62744,0.55346,0.4212,0.414,0.42075,0.28149,0.17024
15 to 19,0.36273,0.39632,0.53203,0.65685,0.59528,0.28321,0.15743,0.39516,0.51402,0.58374,0.49519,0.45631,0.34249,0.19909,0.21069,0.12741
20 to 24,0.52448,0.1527,0.1467,0.27414,0.61651,0.45353,0.19294,0.09098,0.16321,0.30342,0.36555,0.31604,0.20428,0.14995,0.04292,0.0341
25 to 29,0.67964,0.4413,0.13061,0.13162,0.40398,0.53055,0.38566,0.11584,0.08355,0.12876,0.25278,0.36373,0.24165,0.15081,0.10107,0.02652
30 to 34,0.65495,0.5977,0.254,0.07829,0.12216,0.29095,0.39205,0.21222,0.1391,0.06784,0.14796,0.29452,0.27382,0.23186,0.08064,0.03816
35 to 39,0.54713,0.53642,0.37966,0.2231,0.06207,0.09364,0.27232,0.29603,0.18038,0.12347,0.08463,0.12891,0.22145,0.23377,0.14664,0.07271
40 to 44,0.31021,0.4209,0.3622,0.27654,0.15125,0.05003,0.12776,0.17008,0.20643,0.13574,0.10307,0.0691,0.11847,0.18057,0.1291,0.07019
45 to 49,0.15922,0.20862,0.20437,0.25279,0.26084,0.10784,0.05535,0.0666,0.13047,0.17974,0.13273,0.13469,0.06461,0.06201,0.08968,0.06061
50 to 54,0.18157,0.13575,0.11287,0.1836,0.20255,0.19812,0.08805,0.0607,0.0623,0.13198,0.16176,0.19298,0.12276,0.08439,0.08129,0.07073
55 to 59,0.1663,0.13899,0.05734,0.07558,0.124,0.12594,0.10191,0.04955,0.01828,0.04212,0.12651,0.15368,0.13571,0.08727,0.04048,0.03085
60 to 64,0.10834,0.10204,0.04333,0.04748,0.04431,0.07525,0.09527,0.07259,0.04807,0.02766,0.04295,0.11169,0.11125,0.0721,0.0593,0.01452
65 to 69,0.05629,0.0543,0.0437,0.02891,0.01876,0.03245,0.03064,0.04682,0.04759,0.01921,0.01889,0.05719,0.0759,0.07492,0.04577,0.02501
70 to 74,0.02079,0.02537,0.02725,0.01433,0.01187,0.00635,0.01796,0.02171,0.01813,0.01462,0.0167,0.01241,0.0235,0.03772,0.0347,0.016
75+,0.01561,0.01433,0.01136,0.0079,0.0085,0.00878,0.00781,0.00707,0.01114,0.01789,0.01942,0.01675,0.00489,0.00853,0.02806,0.00898
