Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.5846,0.80515,0.63188,0.37625,0.53036,0.86004,0.81548,0.828,0.59954,0.29696,0.52124,0.69,0.81434,0.4583,0.1903,0.12965
5 to 9,1.17742,0.86607,1.19804,0.57623,0.31527,0.41545,0.97496,1.1428,0.91244,0.52226,0.43509,0.66757,0.74144,0.62885,0.48513,0.16343
10 to 14,0.76326,1.00401,1.19638,0.84133,0.26832,0.16957,0.57072,0.89329,0.83967,0.53071,0.53695,0.36237,0.42672,0.46194,0.32628,0.20892
15 to 19,0.387,0.45901,0.70028,0.81573,0.56702,0.24056,0.13757,0.3868,0.5293,0.48718,0.47746,0.39247,0.35095,0.22019,0.24483,0.15855
20 to 24,0.54216,0.17957,0.19846,0.35813,0.52185,0.36092,0.16488,0.09448,0.17407,0.24826,0.34122,0.26136,0.20266,0.15961,0.04961,0.0419
25 to 29,0.68177,0.5064,0.18167,0.17966,0.37759,0.38203,0.31162,0.11895,0.09569,0.11073,0.23889,0.30011,0.23232,0.15854,0.11303,0.03219
30 to 34,0.62913,0.6504,0.33773,0.10893,0.12127,0.2301,0.28105,0.20177,0.15298,0.0634,0.14939,0.24974,0.26601,0.24352,0.08926,0.04608
35 to 39,0.51965,0.56886,0.48044,0.29094,0.06373,0.08027,0.21739,0.25201,0.18592,0.11125,0.08771,0.11486,0.22394,0.25049,0.16072,0.08623
40 to 44,0.30064,0.43472,0.43402,0.33778,0.14015,0.04315,0.10599,0.15572,0.18523,0.10927,0.10003,0.06092,0.12131,0.19431,0.14374,0.08175
45 to 49,0.15789,0.22315,0.25013,0.30127,0.22117,0.0834,0.04748,0.06505,0.12684,0.12939,0.11878,0.11218,0.06639,0.06717,0.10088,0.07043
50 to 54,0.18362,0.15442,0.14663,0.2324,0.1768,0.15094,0.07532,0.06392,0.06775,0.10792,0.13405,0.15882,0.12732,0.09493,0.09572,0.08602
55 to 59,0.16728,0.15847,0.07603,0.09836,0.1097,0.0938,0.08066,0.04984,0.02032,0.03638,0.11648,0.11037,0.12647,0.09379,0.0475,0.03826
60 to 64,0.10851,0.1164,0.05889,0.06356,0.04124,0.05699,0.07386,0.07057,0.05266,0.02519,0.04264,0.08875,0.08992,0.07071,0.06559,0.01808
65 to 69,0.05737,0.06203,0.05878,0.03888,0.01759,0.02542,0.02423,0.04531,0.05085,0.01705,0.01882,0.04874,0.06974,0.0654,0.04687,0.02967
70 to 74,0.02107,0.02866,0.03611,0.01893,0.01129,0.005,0.01418,0.02024,0.01902,0.01271,0.01648,0.01079,0.02285,0.03589,0.03243,0.01788
75+,0.01541,0.01563,0.01442,0.01025,0.00788,0.00671,0.0061,0.00649,0.01114,0.01486,0.01827,0.0143,0.00491,0.00871,0.02875,0.00915
