Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.41883,0.51436,0.37041,0.21737,0.41451,0.82554,0.74397,0.71781,0.50138,0.33955,0.49847,0.81868,0.7561,0.50404,0.25552,0.19088
5 to 9,0.81055,0.60749,0.76913,0.34761,0.21958,0.39758,0.95722,1.08505,0.83789,0.63743,0.41848,0.78188,0.68657,0.69135,0.67549,0.25023
10 to 14,0.52975,0.70229,0.86253,0.58861,0.20465,0.14612,0.56982,0.92126,0.87234,0.74343,0.58918,0.46997,0.4086,0.53855,0.49917,0.33725
15 to 19,0.26135,0.29862,0.48076,0.60878,0.47562,0.20802,0.10998,0.374,0.5629,0.71848,0.55281,0.54786,0.35672,0.26355,0.37373,0.26281
20 to 24,0.40754,0.1172,0.12914,0.25891,0.51272,0.3742,0.13773,0.0754,0.18083,0.38112,0.4256,0.39854,0.23356,0.20914,0.07914,0.07301
25 to 29,0.52539,0.36737,0.1125,0.11428,0.32764,0.46883,0.30669,0.09451,0.07507,0.14944,0.28966,0.45147,0.27713,0.21582,0.18879,0.05689
30 to 34,0.49593,0.50448,0.24618,0.06749,0.09031,0.24206,0.35511,0.20172,0.12928,0.06822,0.15278,0.35441,0.31679,0.33697,0.16138,0.08281
35 to 39,0.41104,0.44605,0.36919,0.21772,0.04655,0.06993,0.2277,0.32101,0.19687,0.13776,0.08311,0.14711,0.25004,0.34893,0.29634,0.17138
40 to 44,0.23471,0.34024,0.34802,0.28093,0.13384,0.0374,0.09495,0.16745,0.25092,0.17458,0.11284,0.07491,0.12917,0.26435,0.26826,0.16012
45 to 49,0.12064,0.16972,0.19841,0.25682,0.22922,0.09166,0.04006,0.06057,0.14932,0.25625,0.16535,0.15876,0.06516,0.08918,0.18809,0.13942
50 to 54,0.13241,0.10396,0.10349,0.17924,0.17052,0.17026,0.06602,0.04971,0.06272,0.16838,0.22187,0.25005,0.1269,0.10803,0.14448,0.15321
55 to 59,0.12141,0.10671,0.0519,0.07478,0.10564,0.10896,0.08196,0.04376,0.01711,0.04852,0.15464,0.2386,0.17258,0.12514,0.07306,0.06635
60 to 64,0.07898,0.07824,0.03767,0.0438,0.0378,0.06538,0.0798,0.06866,0.04805,0.02877,0.04517,0.15416,0.15772,0.11989,0.11698,0.03032
65 to 69,0.04136,0.04105,0.03744,0.02586,0.01502,0.02701,0.02473,0.04572,0.04794,0.02164,0.01836,0.06743,0.10043,0.14037,0.10083,0.05615
70 to 74,0.01459,0.01906,0.02389,0.01254,0.00944,0.0051,0.01501,0.02075,0.01986,0.01812,0.0171,0.01356,0.02675,0.06048,0.08626,0.04093
75+,0.01107,0.01083,0.00986,0.00729,0.00664,0.00723,0.00624,0.00727,0.01185,0.0226,0.02249,0.02021,0.00529,0.01296,0.06608,0.02624
