Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.59409,0.86511,0.63866,0.38195,0.56792,1.06023,0.96437,0.95027,0.55501,0.26791,0.36704,0.5836,0.64197,0.39108,0.1331,0.10748
5 to 9,1.27724,0.84645,1.17017,0.57232,0.33113,0.49334,1.09851,1.24268,0.81517,0.48495,0.33423,0.59942,0.6351,0.57836,0.36828,0.13894
10 to 14,0.79758,0.99052,1.0248,0.78216,0.26459,0.18896,0.60083,0.90088,0.69026,0.46182,0.40179,0.32381,0.36664,0.42706,0.24499,0.17368
15 to 19,0.38333,0.4344,0.59952,0.67694,0.53366,0.24575,0.13397,0.35982,0.39026,0.3876,0.31667,0.31355,0.27905,0.18993,0.17377,0.12705
20 to 24,0.51265,0.16648,0.16661,0.30594,0.43645,0.37523,0.1589,0.08389,0.12133,0.17779,0.20629,0.18967,0.14318,0.12549,0.0323,0.03175
25 to 29,0.66683,0.47498,0.16144,0.15747,0.36193,0.36675,0.32597,0.11728,0.07207,0.08164,0.13788,0.21166,0.1574,0.12003,0.07078,0.02453
30 to 34,0.59674,0.57328,0.27748,0.09272,0.11191,0.24212,0.23718,0.18762,0.11867,0.04627,0.08507,0.16642,0.16626,0.17385,0.05264,0.03179
35 to 39,0.5115,0.51675,0.39821,0.24886,0.06106,0.08917,0.21949,0.20481,0.15022,0.09175,0.05782,0.08887,0.15244,0.188,0.09921,0.05997
40 to 44,0.29551,0.39251,0.34769,0.26744,0.12144,0.04519,0.11065,0.15028,0.1175,0.08443,0.06829,0.05063,0.09136,0.14805,0.08746,0.05599
45 to 49,0.1568,0.21438,0.21195,0.2498,0.1876,0.08284,0.04903,0.06587,0.09576,0.08846,0.0826,0.10023,0.05892,0.06207,0.07009,0.05661
50 to 54,0.17095,0.15026,0.13022,0.19537,0.14834,0.13383,0.06675,0.05944,0.05283,0.08604,0.07715,0.13174,0.11619,0.09376,0.07653,0.07331
55 to 59,0.15673,0.15116,0.06861,0.08528,0.09363,0.08453,0.06888,0.04497,0.01625,0.03097,0.08023,0.07221,0.10275,0.09058,0.04137,0.03696
60 to 64,0.09793,0.10814,0.05286,0.05684,0.03553,0.05054,0.05979,0.05582,0.03824,0.02119,0.03272,0.07269,0.05784,0.06414,0.05352,0.01672
65 to 69,0.05047,0.05454,0.04899,0.03252,0.01489,0.02218,0.01948,0.03383,0.03201,0.01273,0.01347,0.04073,0.05395,0.04608,0.03405,0.02786
70 to 74,0.01814,0.02441,0.02858,0.01543,0.00937,0.00433,0.01126,0.01488,0.01132,0.00849,0.01136,0.00961,0.01902,0.03091,0.01953,0.01419
75+,0.01315,0.01278,0.01086,0.00794,0.00655,0.00592,0.00484,0.00456,0.00637,0.00952,0.01126,0.01193,0.00392,0.00813,0.01913,0.00614
