Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.47735,0.60306,0.44551,0.28452,0.5128,0.93265,0.85554,0.8354,0.5568,0.30638,0.44384,0.64973,0.78045,0.51133,0.1973,0.17249
5 to 9,0.89381,0.69473,0.87521,0.4384,0.28703,0.44561,1.0464,1.19084,0.87605,0.54475,0.36134,0.61517,0.69635,0.69705,0.50594,0.22
10 to 14,0.59425,0.79793,0.97947,0.70678,0.26199,0.17859,0.63454,1.00615,0.88169,0.60304,0.47941,0.35201,0.41214,0.53019,0.35923,0.29169
15 to 19,0.30522,0.35799,0.55603,0.7416,0.59492,0.25866,0.14057,0.43564,0.58237,0.58892,0.44732,0.40038,0.35135,0.25565,0.27029,0.2233
20 to 24,0.45554,0.14111,0.15405,0.31668,0.61766,0.4266,0.17176,0.09657,0.19152,0.31346,0.34009,0.28494,0.21955,0.19499,0.05589,0.06051
25 to 29,0.5767,0.41886,0.13591,0.14704,0.40191,0.50331,0.34764,0.11953,0.0901,0.13083,0.23566,0.3256,0.25676,0.19936,0.13168,0.04692
30 to 34,0.54821,0.56789,0.2797,0.08874,0.12004,0.27286,0.37281,0.22889,0.14779,0.06624,0.1361,0.2688,0.29866,0.31399,0.10968,0.06964
35 to 39,0.44968,0.49628,0.41135,0.26411,0.06221,0.08628,0.25354,0.33087,0.20073,0.12137,0.07494,0.11434,0.2434,0.32442,0.20371,0.13852
40 to 44,0.25812,0.38143,0.38378,0.32845,0.1615,0.04708,0.11362,0.18329,0.23783,0.13722,0.09384,0.05872,0.12755,0.25019,0.18224,0.1312
45 to 49,0.13277,0.18912,0.21549,0.29641,0.27059,0.1063,0.05007,0.07027,0.14561,0.18785,0.12363,0.115,0.06512,0.08282,0.12407,0.11219
50 to 54,0.15474,0.12294,0.11759,0.21265,0.20831,0.19587,0.0832,0.06406,0.06926,0.13494,0.15656,0.17413,0.12443,0.10616,0.10407,0.12764
55 to 59,0.14048,0.12741,0.0594,0.08699,0.12543,0.12178,0.09739,0.05374,0.01947,0.04096,0.11734,0.14803,0.14882,0.11414,0.05165,0.05468
60 to 64,0.09051,0.09235,0.04453,0.05335,0.04472,0.07193,0.08992,0.08118,0.05393,0.02645,0.03745,0.10214,0.12596,0.09937,0.07775,0.02587
65 to 69,0.04601,0.04879,0.04415,0.03184,0.01784,0.03003,0.02816,0.05226,0.05353,0.01897,0.01582,0.04874,0.08258,0.10549,0.06198,0.04469
70 to 74,0.01739,0.02354,0.02895,0.01617,0.01175,0.00598,0.0171,0.02481,0.02152,0.01545,0.01481,0.0106,0.02493,0.05192,0.04958,0.03005
75+,0.01291,0.0131,0.01168,0.00907,0.00857,0.00838,0.00726,0.00804,0.01271,0.0186,0.01793,0.01477,0.00519,0.01155,0.03878,0.01762
