Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.61212,0.43369,0.30308,0.19469,0.33413,0.62359,0.67075,0.72942,0.51466,0.31784,0.53158,0.87182,1.0657,0.77217,0.3664,0.29833
5 to 9,0.6572,0.78542,0.6653,0.31106,0.1918,0.29375,0.78401,1.03079,0.85594,0.5895,0.43755,0.82495,0.95225,1.06412,0.95965,0.38637
10 to 14,0.38852,0.57824,1.06534,0.55838,0.17916,0.11314,0.44151,0.83221,0.8739,0.67156,0.59914,0.47191,0.54958,0.8014,0.68992,0.50994
15 to 19,0.19278,0.23776,0.44106,0.86968,0.47936,0.17336,0.09332,0.34083,0.55953,0.70641,0.5876,0.54403,0.46862,0.38389,0.51171,0.39219
20 to 24,0.28754,0.09868,0.11608,0.28324,0.77127,0.33792,0.12203,0.06996,0.17647,0.3889,0.48297,0.41884,0.31136,0.30033,0.1078,0.10761
25 to 29,0.4023,0.28636,0.0961,0.11606,0.3252,0.61666,0.27962,0.08975,0.07794,0.15191,0.33528,0.50954,0.4016,0.32449,0.26216,0.08651
30 to 34,0.48389,0.44676,0.20424,0.06753,0.08834,0.2257,0.51325,0.20333,0.13442,0.06781,0.17595,0.40618,0.48163,0.53524,0.22452,0.12268
35 to 39,0.48078,0.46872,0.36422,0.21514,0.04209,0.05769,0.22188,0.49712,0.20927,0.13207,0.09007,0.15868,0.36705,0.55063,0.42727,0.24928
40 to 44,0.2903,0.43751,0.44621,0.33175,0.13731,0.03279,0.09078,0.1849,0.39491,0.17154,0.12338,0.08121,0.18186,0.41696,0.38229,0.24082
45 to 49,0.10585,0.17893,0.228,0.36718,0.31721,0.10069,0.03603,0.05988,0.15685,0.36497,0.18839,0.17806,0.09448,0.13784,0.26702,0.21383
50 to 54,0.10905,0.09117,0.11516,0.24154,0.24395,0.21734,0.06505,0.04782,0.06633,0.1735,0.33556,0.27042,0.18149,0.17013,0.21138,0.24316
55 to 59,0.09499,0.08769,0.04637,0.07888,0.13243,0.15357,0.09698,0.04199,0.01797,0.04974,0.16984,0.34646,0.24742,0.19716,0.10761,0.10618
60 to 64,0.06595,0.06133,0.03053,0.03901,0.03794,0.0762,0.09725,0.07296,0.04897,0.02819,0.0485,0.16295,0.32269,0.18478,0.17279,0.04788
65 to 69,0.03314,0.03291,0.03098,0.02344,0.01266,0.02488,0.02632,0.04655,0.05064,0.0207,0.01995,0.07262,0.13896,0.2929,0.14404,0.08382
70 to 74,0.01165,0.01547,0.0231,0.01226,0.00935,0.00481,0.01479,0.02119,0.02059,0.0173,0.01871,0.01482,0.03929,0.09471,0.17517,0.0598
75+,0.01234,0.01226,0.01271,0.00959,0.00876,0.00996,0.00819,0.00808,0.01446,0.02576,0.03019,0.02694,0.00956,0.02101,0.09854,0.04963
