Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.50138,0.26623,0.17213,0.11858,0.26921,0.65127,0.60929,0.52578,0.30527,0.1982,0.42256,0.67989,0.95392,0.71852,0.35632,0.32998
5 to 9,0.44296,0.69087,0.37826,0.19056,0.12812,0.27176,0.78976,0.81271,0.51398,0.35904,0.31954,0.6504,0.83002,1.01558,0.96679,0.4263
10 to 14,0.30157,0.40273,1.00879,0.43721,0.14307,0.10774,0.47708,0.75883,0.62423,0.4519,0.43706,0.35953,0.48585,0.78013,0.75275,0.56992
15 to 19,0.15315,0.16819,0.33155,1.00075,0.45681,0.15835,0.08821,0.31601,0.50155,0.58066,0.48469,0.43598,0.41992,0.3898,0.53736,0.45664
20 to 24,0.29797,0.06157,0.07791,0.24352,1.097,0.40308,0.11272,0.05147,0.16246,0.37739,0.53547,0.35345,0.27824,0.27863,0.12754,0.13582
25 to 29,0.55815,0.27385,0.07606,0.08418,0.38382,1.12873,0.32327,0.06761,0.05381,0.15363,0.43056,0.52525,0.4102,0.3438,0.3349,0.11697
30 to 34,0.53795,0.56879,0.2306,0.05671,0.07911,0.27625,0.91263,0.19381,0.10426,0.04557,0.18759,0.48944,0.55879,0.53461,0.23697,0.14595
35 to 39,0.4012,0.46585,0.384,0.24299,0.03366,0.05341,0.24666,0.71695,0.16022,0.09201,0.06614,0.15563,0.41264,0.68018,0.5799,0.27969
40 to 44,0.1611,0.24343,0.31873,0.40702,0.19985,0.03322,0.09729,0.15616,0.51157,0.14693,0.11605,0.07154,0.20671,0.48206,0.53263,0.27914
45 to 49,0.09052,0.11266,0.15515,0.35508,0.41303,0.16515,0.03462,0.04869,0.1359,0.53327,0.2053,0.13767,0.08362,0.16704,0.38745,0.29834
50 to 54,0.13707,0.06733,0.0607,0.16937,0.27684,0.30471,0.08613,0.03424,0.05135,0.14909,0.64677,0.2544,0.1688,0.17133,0.22799,0.33077
55 to 59,0.10366,0.09162,0.02972,0.05772,0.10588,0.1521,0.12859,0.04269,0.01316,0.0311,0.15901,0.73736,0.27408,0.19295,0.11235,0.13736
60 to 64,0.0777,0.05778,0.02326,0.03117,0.03068,0.07565,0.10876,0.07365,0.04325,0.01833,0.04027,0.16892,0.62724,0.23753,0.16232,0.05446
65 to 69,0.02169,0.02655,0.02243,0.01973,0.00863,0.02475,0.02155,0.04653,0.04038,0.01693,0.01606,0.05736,0.15792,0.59273,0.15958,0.09448
70 to 74,0.00913,0.01429,0.02051,0.01011,0.01041,0.00609,0.01245,0.02244,0.01868,0.01589,0.01562,0.01209,0.03177,0.1011,0.40168,0.06309
75+,0.01806,0.01681,0.01304,0.01352,0.01738,0.02027,0.00956,0.0071,0.01246,0.034,0.05184,0.03989,0.01003,0.02542,0.10096,0.12687
