Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.52256,0.25083,0.18949,0.1052,0.20232,0.47529,0.53559,0.66137,0.60088,0.35627,0.49315,0.66424,1.00345,0.93183,0.46609,0.45175
5 to 9,0.39015,0.65115,0.46478,0.17741,0.12414,0.21538,0.59134,0.90861,1.04491,0.68971,0.41383,0.64457,0.90227,1.2951,1.23454,0.58423
10 to 14,0.21568,0.34981,1.04192,0.37235,0.1235,0.0849,0.3101,0.70999,1.08827,0.82178,0.58843,0.37099,0.5264,0.9848,0.91328,0.76983
15 to 19,0.10204,0.13321,0.33467,0.81211,0.38934,0.13967,0.06505,0.27691,0.69272,0.94779,0.61879,0.43544,0.44837,0.47671,0.66946,0.59695
20 to 24,0.14671,0.05447,0.08032,0.20138,0.85594,0.30673,0.08849,0.05247,0.20468,0.5282,0.54649,0.3496,0.30135,0.35883,0.14433,0.16554
25 to 29,0.24115,0.15556,0.06116,0.06696,0.2491,0.79155,0.2263,0.06763,0.08242,0.18636,0.36351,0.44069,0.40248,0.3942,0.34732,0.13259
30 to 34,0.34847,0.3047,0.14442,0.03856,0.06045,0.21377,0.64973,0.18838,0.15347,0.07433,0.17154,0.35469,0.5217,0.66404,0.29014,0.18465
35 to 39,0.37369,0.349,0.30348,0.14489,0.02654,0.04371,0.19814,0.69538,0.26573,0.15512,0.08356,0.12369,0.37384,0.69641,0.57092,0.35754
40 to 44,0.22602,0.3498,0.42021,0.27554,0.11626,0.02709,0.07467,0.18758,0.77321,0.23405,0.13077,0.06687,0.18289,0.52433,0.52664,0.35668
45 to 49,0.06619,0.12856,0.20625,0.3346,0.3258,0.1101,0.02615,0.05257,0.21236,0.74622,0.22332,0.15583,0.09449,0.17512,0.37157,0.3402
50 to 54,0.06293,0.05458,0.09787,0.20434,0.24989,0.24798,0.05381,0.03688,0.08156,0.24106,0.57652,0.24016,0.1798,0.21094,0.28436,0.39299
55 to 59,0.05008,0.05102,0.03308,0.05575,0.12097,0.17998,0.097,0.03314,0.02075,0.06348,0.18625,0.48964,0.27745,0.26239,0.14076,0.17404
60 to 64,0.04025,0.03308,0.01937,0.02322,0.03041,0.08333,0.10187,0.06964,0.05646,0.03288,0.04769,0.14831,0.5551,0.26383,0.24071,0.07848
65 to 69,0.01807,0.01764,0.01972,0.0138,0.00821,0.02352,0.02411,0.04314,0.05898,0.02415,0.01907,0.0617,0.15815,0.60844,0.21117,0.13108
70 to 74,0.00642,0.00843,0.0181,0.00783,0.00776,0.0047,0.01273,0.01901,0.02469,0.02096,0.01865,0.01175,0.04162,0.1315,0.38784,0.08926
75+,0.01082,0.00983,0.0124,0.00852,0.00949,0.01331,0.00918,0.00825,0.02024,0.04184,0.04438,0.03121,0.01332,0.03067,0.14201,0.12117
