Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.61335,0.88615,0.69385,0.39234,0.56059,0.94082,0.84415,0.88351,0.66228,0.38251,0.50365,0.68793,0.69339,0.46937,0.2226,0.16992
5 to 9,1.32387,0.8712,1.26779,0.5918,0.33113,0.44403,0.96745,1.16128,0.97807,0.67865,0.45188,0.70186,0.6766,0.67398,0.59432,0.22043
10 to 14,0.82909,1.01666,1.10074,0.79044,0.26122,0.17511,0.53753,0.83748,0.82516,0.63919,0.52259,0.36765,0.37493,0.49267,0.38913,0.2748
15 to 19,0.40524,0.45795,0.65135,0.68561,0.52209,0.23411,0.1261,0.34631,0.47475,0.54158,0.42459,0.36377,0.28971,0.22516,0.27768,0.20141
20 to 24,0.54566,0.17985,0.18843,0.32095,0.42186,0.3488,0.15295,0.08577,0.15349,0.26229,0.28464,0.22638,0.1578,0.15299,0.05539,0.05106
25 to 29,0.68531,0.49189,0.18207,0.1703,0.35674,0.32367,0.29644,0.117,0.09406,0.1218,0.19205,0.24669,0.17329,0.14638,0.12036,0.0405
30 to 34,0.60918,0.58756,0.30491,0.09969,0.11444,0.22128,0.20647,0.18069,0.15082,0.07094,0.11842,0.19892,0.18292,0.2076,0.08464,0.05087
35 to 39,0.51492,0.51895,0.41913,0.25164,0.06092,0.08233,0.19387,0.18947,0.17889,0.13191,0.07856,0.10555,0.16561,0.21832,0.15606,0.09302
40 to 44,0.30241,0.39788,0.36738,0.26726,0.11654,0.04269,0.10104,0.14058,0.13882,0.12006,0.0917,0.05848,0.09523,0.17316,0.13557,0.08785
45 to 49,0.16268,0.21762,0.22312,0.2451,0.17697,0.0759,0.04613,0.06353,0.11625,0.11871,0.10664,0.11336,0.05972,0.0694,0.10803,0.08525
50 to 54,0.17676,0.15373,0.13513,0.19309,0.13897,0.12063,0.06034,0.05717,0.06333,0.11562,0.09726,0.14688,0.11219,0.10988,0.12043,0.10987
55 to 59,0.16367,0.15782,0.07336,0.08586,0.08951,0.07514,0.06237,0.04452,0.01982,0.04315,0.10514,0.0775,0.09826,0.10461,0.06027,0.0526
60 to 64,0.10247,0.11271,0.056,0.05651,0.03457,0.04623,0.0548,0.05585,0.04676,0.02919,0.04102,0.07642,0.05308,0.06534,0.07962,0.02383
65 to 69,0.05589,0.06017,0.05692,0.03643,0.01573,0.02204,0.01891,0.03546,0.04303,0.01916,0.02035,0.05095,0.05412,0.04786,0.0509,0.03938
70 to 74,0.01987,0.02639,0.03226,0.01649,0.00981,0.00422,0.01041,0.01488,0.01421,0.01245,0.01634,0.01083,0.02002,0.03296,0.02616,0.02074
75+,0.01411,0.01401,0.01255,0.00879,0.00673,0.00583,0.00462,0.00466,0.00845,0.01428,0.01598,0.01365,0.00408,0.00858,0.02897,0.00845
