Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.41989,0.51259,0.39185,0.2729,0.52274,0.91507,0.77389,0.75087,0.51153,0.31333,0.44896,0.64754,0.63551,0.36667,0.15837,0.12987
5 to 9,0.77782,0.6064,0.79746,0.42426,0.28166,0.43974,0.96809,1.09892,0.82897,0.5721,0.37382,0.62479,0.58689,0.51359,0.42207,0.17127
10 to 14,0.51544,0.69643,0.9178,0.71791,0.2614,0.17027,0.59221,0.94786,0.85955,0.64991,0.51063,0.36685,0.35326,0.4032,0.31213,0.22919
15 to 19,0.2673,0.30618,0.51848,0.77233,0.62055,0.24431,0.12382,0.407,0.57266,0.6535,0.48073,0.4167,0.30004,0.19438,0.23303,0.17882
20 to 24,0.41476,0.12174,0.1388,0.32362,0.65887,0.42652,0.1532,0.08508,0.1829,0.34842,0.36957,0.30076,0.18649,0.14631,0.04698,0.04773
25 to 29,0.51407,0.37243,0.12276,0.14176,0.41477,0.51139,0.32302,0.10465,0.07868,0.1402,0.25225,0.34327,0.22107,0.14825,0.11037,0.03673
30 to 34,0.48185,0.50081,0.26339,0.08619,0.11932,0.27163,0.35454,0.2123,0.13588,0.06581,0.13788,0.27442,0.25591,0.23417,0.09318,0.05286
35 to 39,0.39657,0.43671,0.38975,0.27327,0.06249,0.08219,0.23757,0.31912,0.19741,0.12763,0.07514,0.11544,0.20824,0.24787,0.17994,0.1088
40 to 44,0.23111,0.33624,0.36544,0.34658,0.16982,0.04374,0.10376,0.17563,0.2395,0.15264,0.10043,0.05946,0.109,0.18869,0.16309,0.10317
45 to 49,0.12028,0.16795,0.20288,0.31595,0.29573,0.1101,0.04593,0.06563,0.1453,0.21839,0.14139,0.12613,0.05673,0.0656,0.11406,0.09261
50 to 54,0.13307,0.10526,0.10847,0.21661,0.21822,0.19667,0.07439,0.05497,0.06542,0.15053,0.17756,0.18867,0.1081,0.08001,0.08922,0.10162
55 to 59,0.12141,0.10992,0.05496,0.08834,0.13291,0.12573,0.09123,0.04825,0.01806,0.04554,0.13226,0.16599,0.13751,0.08952,0.04622,0.0447
60 to 64,0.07764,0.08068,0.04162,0.05345,0.04597,0.07338,0.08582,0.07576,0.05119,0.02795,0.04073,0.11414,0.1188,0.08344,0.07112,0.02098
65 to 69,0.03931,0.04136,0.04091,0.03184,0.01799,0.0291,0.02607,0.04839,0.0501,0.02037,0.01661,0.05141,0.07781,0.09057,0.0599,0.03754
70 to 74,0.01514,0.02065,0.0277,0.01654,0.01192,0.00583,0.01608,0.02384,0.02154,0.01745,0.0157,0.0113,0.02263,0.04456,0.04963,0.02676
75+,0.0114,0.01172,0.01112,0.00957,0.00897,0.00839,0.00692,0.00774,0.01252,0.0215,0.02004,0.01612,0.00469,0.00958,0.03907,0.01544
