Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.56798,1.09568,0.78409,0.55565,0.92213,1.46464,1.1658,1.4214,0.91738,0.70771,0.71454,1.14016,0.86034,0.85221,0.21005,0.54666
5 to 9,1.51945,0.96834,1.42996,0.77002,0.54177,0.75598,1.33941,1.84178,1.37855,1.3013,0.76095,1.40107,1.03872,1.49081,0.67427,0.78494
10 to 14,0.7472,0.95883,0.82394,0.78246,0.2633,0.24381,0.59951,0.96259,0.81092,0.95235,0.70695,0.61966,0.52872,0.94369,0.35298,0.86332
15 to 19,0.24571,0.26979,0.33232,0.4282,0.45546,0.23888,0.10177,0.24865,0.24801,0.43685,0.33067,0.36781,0.25096,0.30181,0.13442,0.37605
20 to 24,0.33859,0.12685,0.09224,0.25672,0.16684,0.3069,0.15827,0.08911,0.0732,0.14122,0.15951,0.17117,0.09848,0.12583,0.02602,0.08525
25 to 29,0.49343,0.43723,0.1613,0.20316,0.39219,0.15331,0.27735,0.19828,0.11865,0.14235,0.14032,0.21746,0.11151,0.16339,0.07563,0.09412
30 to 34,0.37671,0.40207,0.21197,0.09853,0.15298,0.2098,0.06294,0.17726,0.19071,0.11814,0.10959,0.16823,0.12546,0.23274,0.04785,0.12427
35 to 39,0.3678,0.388,0.2729,0.20595,0.08085,0.14165,0.17982,0.07175,0.14815,0.2153,0.10441,0.1499,0.12012,0.27631,0.06512,0.14495
40 to 44,0.20293,0.27108,0.1905,0.14695,0.0672,0.05641,0.12703,0.1172,0.03616,0.10944,0.10704,0.08911,0.08974,0.1897,0.07026,0.14804
45 to 49,0.14128,0.2043,0.1713,0.17873,0.09052,0.07718,0.07044,0.09627,0.09266,0.06121,0.08846,0.20679,0.10574,0.1539,0.09283,0.28577
50 to 54,0.1414,0.17257,0.13324,0.19257,0.09949,0.09207,0.06155,0.08762,0.08271,0.12094,0.05767,0.25433,0.24127,0.31033,0.18266,0.36121
55 to 59,0.10891,0.14942,0.06711,0.08276,0.06315,0.04716,0.03854,0.05151,0.0242,0.06954,0.12682,0.04087,0.07554,0.24222,0.09513,0.18953
60 to 64,0.06019,0.09698,0.05225,0.05917,0.02633,0.02721,0.03308,0.03889,0.04116,0.0542,0.07586,0.07273,0.01595,0.0533,0.07797,0.09479
65 to 69,0.03459,0.05171,0.04923,0.04077,0.0111,0.01618,0.01322,0.02931,0.02944,0.03109,0.03384,0.09789,0.02939,0.01007,0.0249,0.14904
70 to 74,0.00901,0.01612,0.01803,0.00958,0.00567,0.00254,0.00525,0.00582,0.00676,0.01128,0.02119,0.0207,0.01935,0.02401,0.00393,0.02195
75+,0.00667,0.00844,0.00775,0.00606,0.0043,0.00399,0.00323,0.00216,0.00409,0.01599,0.01449,0.01986,0.00537,0.01573,0.00922,0.00777
