Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.31226,0.45978,0.22472,0.14028,0.3995,0.75659,0.52753,0.3266,0.20409,0.1442,0.37523,0.5397,0.58445,0.2901,0.13752,0.17902
5 to 9,0.68425,0.4963,0.70197,0.23041,0.14479,0.34252,0.86263,0.73483,0.4233,0.20231,0.20171,0.39071,0.46868,0.39744,0.36886,0.23272
10 to 14,0.33464,0.68541,0.70625,0.57485,0.15351,0.10551,0.54022,0.85786,0.67308,0.33576,0.27354,0.19858,0.26078,0.33585,0.3068,0.39052
15 to 19,0.22385,0.27146,0.56379,0.60186,0.56345,0.18273,0.1,0.43791,0.67297,0.57966,0.43882,0.30655,0.24707,0.17898,0.28141,0.38775
20 to 24,0.61954,0.13342,0.14534,0.3717,0.53868,0.51014,0.15351,0.08242,0.25799,0.44805,0.58892,0.39859,0.23289,0.1759,0.07034,0.13132
25 to 29,0.81032,0.58687,0.14201,0.13691,0.4907,0.41577,0.4314,0.09778,0.07685,0.17298,0.46031,0.56186,0.36394,0.20339,0.17296,0.10431
30 to 34,0.50691,0.71756,0.36349,0.07978,0.10447,0.30525,0.26305,0.26082,0.12244,0.04594,0.207,0.43581,0.46357,0.38768,0.15355,0.14665
35 to 39,0.27637,0.47175,0.50897,0.3287,0.05791,0.07186,0.29096,0.23781,0.25772,0.09584,0.06175,0.14366,0.36725,0.45142,0.33796,0.33687
40 to 44,0.1544,0.26528,0.34604,0.3779,0.19176,0.03931,0.0938,0.21321,0.16945,0.17677,0.0943,0.04956,0.15217,0.33705,0.33047,0.37476
45 to 49,0.12269,0.12614,0.16472,0.28009,0.2898,0.12572,0.03926,0.05585,0.1865,0.13413,0.18044,0.10096,0.04795,0.08558,0.21958,0.30414
50 to 54,0.20779,0.11928,0.09232,0.19818,0.2434,0.26586,0.1094,0.04434,0.05962,0.16198,0.15583,0.26623,0.09054,0.05721,0.11162,0.2791
55 to 59,0.23996,0.18073,0.06406,0.08897,0.16207,0.17839,0.15628,0.07026,0.01832,0.03708,0.22081,0.11936,0.2059,0.083,0.03951,0.09198
60 to 64,0.15334,0.15292,0.06185,0.06053,0.05528,0.10476,0.15413,0.13636,0.07653,0.02163,0.03815,0.15971,0.09284,0.14244,0.08666,0.03518
65 to 69,0.06474,0.07062,0.06163,0.03683,0.0202,0.03483,0.0407,0.0805,0.08408,0.0223,0.01225,0.03962,0.11514,0.05934,0.09296,0.07593
70 to 74,0.01973,0.0275,0.03356,0.0186,0.01214,0.0061,0.01894,0.0309,0.0311,0.02094,0.01548,0.00618,0.01919,0.05453,0.03197,0.08493
75+,0.0114,0.01218,0.01172,0.00905,0.00819,0.00727,0.00669,0.00802,0.01582,0.02086,0.0209,0.01082,0.00278,0.00762,0.0557,0.0216
