Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.53506,0.28789,0.15429,0.06916,0.12139,0.45687,0.66253,0.60743,0.38951,0.23071,0.31403,0.49679,0.63904,0.52526,0.32724,0.27857
5 to 9,0.4401,0.71911,0.36401,0.1189,0.06259,0.14392,0.67209,0.94585,0.73719,0.4342,0.25064,0.45415,0.56625,0.73472,0.86081,0.3595
10 to 14,0.20653,0.32947,1.2199,0.33754,0.07431,0.04667,0.27682,0.75308,0.98543,0.66218,0.36359,0.25985,0.33698,0.57254,0.64292,0.47138
15 to 19,0.08963,0.12369,0.37448,0.8953,0.30597,0.08047,0.04538,0.27717,0.66691,1.0254,0.46355,0.33972,0.27708,0.28412,0.53196,0.3617
20 to 24,0.14867,0.04215,0.06613,0.18192,0.76733,0.22533,0.07576,0.04443,0.16305,0.62068,0.4935,0.32485,0.18934,0.20082,0.09404,0.09901
25 to 29,0.36418,0.1459,0.03766,0.0403,0.16485,0.87555,0.24761,0.05952,0.05679,0.11222,0.31673,0.35871,0.26135,0.22555,0.2252,0.08099
30 to 34,0.59631,0.47157,0.13153,0.0207,0.03788,0.19545,0.92683,0.20323,0.11494,0.05147,0.11417,0.27722,0.35381,0.36269,0.18717,0.11388
35 to 39,0.44088,0.52881,0.38785,0.14335,0.01821,0.03624,0.22784,0.97549,0.22647,0.12421,0.05802,0.09542,0.2415,0.35347,0.40699,0.22439
40 to 44,0.15021,0.32059,0.49496,0.30864,0.08896,0.01803,0.0689,0.18359,0.92046,0.22663,0.08489,0.04316,0.12173,0.27548,0.32849,0.24301
45 to 49,0.06087,0.09661,0.21467,0.36813,0.34015,0.05284,0.02444,0.05227,0.19731,1.07833,0.18857,0.12495,0.05502,0.11556,0.27394,0.19189
50 to 54,0.05576,0.036,0.05375,0.13972,0.18707,0.20623,0.04418,0.03224,0.05367,0.20451,0.67732,0.24027,0.13392,0.12754,0.18432,0.28374
55 to 59,0.04819,0.03092,0.01665,0.0363,0.08129,0.09094,0.0666,0.02739,0.01154,0.04309,0.16089,0.69013,0.21518,0.16087,0.09548,0.11574
60 to 64,0.02736,0.02131,0.01269,0.012,0.01297,0.03765,0.0634,0.04592,0.0375,0.01848,0.0345,0.13023,0.75389,0.19013,0.21265,0.04868
65 to 69,0.00926,0.01028,0.01254,0.00884,0.00335,0.01041,0.01205,0.02266,0.03394,0.01681,0.01213,0.04619,0.12076,0.72529,0.26547,0.09149
70 to 74,0.00388,0.00495,0.00903,0.00567,0.00246,0.00156,0.00605,0.01243,0.0133,0.01282,0.01012,0.00804,0.03015,0.12638,0.57897,0.07411
75+,0.00446,0.00378,0.00376,0.00257,0.0025,0.00419,0.00386,0.00412,0.01128,0.01606,0.02664,0.01933,0.00619,0.02023,0.16156,0.15567
