Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.6887,0.43065,0.25023,0.16367,0.31302,0.64978,0.84592,0.88908,0.56991,0.33518,0.50516,0.68643,0.72582,0.42159,0.15701,0.10599
5 to 9,0.62477,0.94807,0.59624,0.2682,0.17657,0.28753,0.89763,1.23449,0.98345,0.63554,0.41797,0.65906,0.65396,0.5858,0.41355,0.13728
10 to 14,0.33675,0.57851,1.25678,0.56597,0.17023,0.10869,0.47659,0.95288,1.03804,0.74974,0.57135,0.37244,0.38066,0.44118,0.29631,0.17856
15 to 19,0.1621,0.21961,0.43667,1.09602,0.52466,0.1703,0.10115,0.38107,0.65042,0.82437,0.58377,0.43256,0.32336,0.21423,0.22134,0.13775
20 to 24,0.24433,0.08454,0.09579,0.26912,1.10225,0.36725,0.13189,0.07476,0.19424,0.44281,0.48698,0.33106,0.20792,0.16004,0.04623,0.03774
25 to 29,0.38327,0.25914,0.07626,0.09487,0.34251,0.90776,0.33044,0.09702,0.0828,0.15892,0.32732,0.40244,0.26538,0.17113,0.10956,0.03018
30 to 34,0.54468,0.47745,0.17934,0.05688,0.08367,0.25866,0.83647,0.2412,0.14889,0.07005,0.16425,0.32071,0.3237,0.27536,0.09115,0.04179
35 to 39,0.56347,0.57495,0.37331,0.21159,0.03956,0.05989,0.28491,0.82063,0.24738,0.14283,0.08673,0.12414,0.2435,0.28866,0.17714,0.08221
40 to 44,0.28737,0.50744,0.49921,0.37418,0.16222,0.03359,0.10905,0.23095,0.64016,0.20441,0.12034,0.06438,0.12446,0.22489,0.16079,0.08023
45 to 49,0.09896,0.19589,0.24883,0.43174,0.40828,0.11237,0.04025,0.06936,0.19586,0.56924,0.19674,0.14403,0.06478,0.07616,0.11432,0.07373
50 to 54,0.10214,0.08659,0.10641,0.25476,0.3016,0.251,0.07493,0.0541,0.07386,0.20066,0.4545,0.22502,0.12635,0.09392,0.09123,0.08619
55 to 59,0.07574,0.07717,0.03835,0.07417,0.14103,0.16481,0.1135,0.0452,0.01916,0.05327,0.16967,0.39078,0.17914,0.10858,0.04561,0.03828
60 to 64,0.05742,0.05234,0.02617,0.036,0.03775,0.07858,0.11307,0.07907,0.053,0.02967,0.04688,0.13884,0.31909,0.1059,0.07379,0.01701
65 to 69,0.02596,0.0281,0.02502,0.0217,0.01144,0.02453,0.02822,0.05017,0.05564,0.022,0.01913,0.0587,0.10087,0.22621,0.06596,0.0294
70 to 74,0.00954,0.01321,0.01914,0.01071,0.00984,0.00463,0.01552,0.02278,0.022,0.0179,0.0179,0.01155,0.02676,0.05495,0.10905,0.02084
75+,0.01197,0.01185,0.011,0.00892,0.00949,0.01175,0.00934,0.00844,0.01526,0.02816,0.03148,0.02392,0.00683,0.01173,0.04372,0.02508
