Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.32119,0.6098,0.50171,0.2782,0.50293,0.80796,0.65121,0.60155,0.45854,0.25483,0.39345,0.53035,0.70076,0.30289,0.19005,0.16273
5 to 9,0.81899,0.46305,0.90268,0.38083,0.24223,0.38184,0.88318,0.89943,0.68074,0.43841,0.26891,0.38406,0.5119,0.35342,0.46441,0.21747
10 to 14,0.67306,0.87981,0.88849,0.80022,0.27931,0.15012,0.68904,1.05366,0.92332,0.6792,0.53941,0.29924,0.33242,0.32707,0.39033,0.34025
15 to 19,0.38038,0.42599,0.74645,0.65292,0.64208,0.22586,0.12052,0.54212,0.75647,0.76941,0.59661,0.48077,0.36955,0.18412,0.33835,0.3198
20 to 24,0.54734,0.17357,0.20601,0.34692,0.42617,0.39236,0.13014,0.08099,0.26795,0.4515,0.48418,0.38398,0.28694,0.17494,0.06919,0.09156
25 to 29,0.50699,0.42473,0.13141,0.11572,0.31509,0.31886,0.27254,0.05827,0.05233,0.15088,0.28028,0.36043,0.30364,0.16642,0.15356,0.06524
30 to 34,0.39236,0.51042,0.32269,0.07037,0.07913,0.20638,0.23641,0.17963,0.0865,0.04169,0.13993,0.26617,0.34752,0.23803,0.17193,0.09072
35 to 39,0.28835,0.36244,0.39309,0.26903,0.04593,0.0414,0.18104,0.2262,0.17751,0.0862,0.05625,0.09012,0.22718,0.26268,0.30404,0.25287
40 to 44,0.19022,0.2592,0.28894,0.27185,0.15562,0.02505,0.05795,0.14215,0.19113,0.12872,0.08819,0.03469,0.1073,0.20735,0.2675,0.20171
45 to 49,0.10421,0.14559,0.17778,0.20856,0.20002,0.08997,0.02731,0.04262,0.11905,0.15976,0.13628,0.09434,0.04413,0.0492,0.15112,0.16266
50 to 54,0.10715,0.08665,0.09939,0.15465,0.14023,0.13588,0.058,0.03507,0.05001,0.12517,0.15291,0.16207,0.07913,0.05276,0.10209,0.18223
55 to 59,0.10675,0.08912,0.04851,0.07372,0.10072,0.08842,0.06891,0.03523,0.01059,0.03263,0.12374,0.14985,0.17717,0.07391,0.0474,0.05063
60 to 64,0.08006,0.08059,0.03811,0.04602,0.04227,0.06496,0.08025,0.06484,0.04286,0.01803,0.02952,0.1322,0.14685,0.10289,0.10544,0.02943
65 to 69,0.03374,0.03474,0.03326,0.02208,0.01429,0.02428,0.01989,0.04128,0.04709,0.01332,0.01147,0.0389,0.09534,0.10412,0.10719,0.0659
70 to 74,0.01313,0.01846,0.02281,0.01257,0.00819,0.00445,0.01628,0.02362,0.0221,0.01443,0.01386,0.00788,0.0258,0.06064,0.07443,0.08744
75+,0.00764,0.00929,0.00835,0.00642,0.006,0.00572,0.00487,0.00783,0.01145,0.01711,0.02045,0.00969,0.00393,0.00976,0.08783,0.03861
