Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.34739,0.23494,0.186,0.12564,0.2575,0.52934,0.56184,0.57279,0.43845,0.29326,0.50787,0.81649,1.09624,1.05689,0.57939,0.43114
5 to 9,0.33668,0.53254,0.4113,0.20102,0.127,0.22469,0.66683,0.84595,0.74649,0.54421,0.40248,0.78793,0.97907,1.49318,1.56275,0.55925
10 to 14,0.21461,0.33789,0.96153,0.44405,0.13335,0.08651,0.39006,0.73467,0.8507,0.66762,0.55143,0.44519,0.57722,1.15197,1.18213,0.74261
15 to 19,0.10623,0.13592,0.33304,0.90309,0.41187,0.12609,0.07496,0.29972,0.61355,0.78066,0.57998,0.52489,0.49421,0.56812,0.86209,0.58854
20 to 24,0.19118,0.04991,0.07545,0.2229,0.90239,0.29932,0.09447,0.05294,0.19299,0.46354,0.55955,0.40218,0.31369,0.41138,0.19144,0.1672
25 to 29,0.33904,0.20173,0.07129,0.07952,0.32017,0.78459,0.25838,0.06885,0.0703,0.18498,0.42393,0.54609,0.42838,0.46531,0.47808,0.13912
30 to 34,0.3569,0.39575,0.20137,0.05244,0.06954,0.20936,0.67009,0.18255,0.13305,0.0639,0.19736,0.48538,0.55495,0.72559,0.35618,0.17803
35 to 39,0.29217,0.35812,0.34412,0.21047,0.03117,0.0442,0.20301,0.62686,0.20845,0.13034,0.08275,0.16848,0.41724,0.86107,0.8015,0.34637
40 to 44,0.12231,0.21944,0.31997,0.35002,0.15995,0.02598,0.08001,0.15482,0.58164,0.19559,0.13062,0.08184,0.21355,0.63654,0.73926,0.33965
45 to 49,0.06128,0.0981,0.16341,0.32919,0.33766,0.10894,0.02954,0.04918,0.17161,0.61448,0.22021,0.16665,0.09661,0.22108,0.53172,0.34322
50 to 54,0.08451,0.05334,0.0646,0.16906,0.23218,0.20238,0.06396,0.03655,0.06486,0.19288,0.60391,0.28225,0.19255,0.24734,0.35617,0.39039
55 to 59,0.06381,0.06514,0.02972,0.05616,0.09368,0.10704,0.09204,0.03846,0.01694,0.04526,0.17792,0.6623,0.28811,0.27792,0.17931,0.16805
60 to 64,0.04743,0.04214,0.02306,0.03077,0.02756,0.05444,0.08093,0.06409,0.05162,0.02627,0.04807,0.18388,0.57245,0.30682,0.26641,0.07075
65 to 69,0.01525,0.02009,0.02162,0.01899,0.00839,0.01818,0.01748,0.04071,0.0501,0.02212,0.01944,0.06898,0.16583,0.68658,0.25134,0.12298
70 to 74,0.00611,0.01031,0.01822,0.00935,0.00879,0.00415,0.01002,0.01928,0.02196,0.01955,0.01845,0.01433,0.03774,0.14365,0.50223,0.08435
75+,0.01084,0.01094,0.01084,0.01071,0.01216,0.01268,0.00692,0.00634,0.0141,0.03731,0.04759,0.03799,0.01056,0.03353,0.15872,0.13035
