Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.42485,0.32126,0.22124,0.1516,0.31831,0.69745,0.69399,0.68283,0.54515,0.33983,0.53516,0.94577,1.20324,0.80896,0.41523,0.34586
5 to 9,0.47924,0.59753,0.47962,0.2413,0.16549,0.31001,0.81083,0.99134,0.91564,0.63063,0.43755,0.91109,1.09019,1.13515,1.11099,0.44973
10 to 14,0.29944,0.44497,0.89876,0.4853,0.16467,0.11777,0.47066,0.84123,0.99613,0.75416,0.60388,0.52627,0.64897,0.87774,0.82507,0.59808
15 to 19,0.14652,0.18038,0.35305,0.81872,0.46726,0.17208,0.09359,0.3441,0.67113,0.81813,0.6043,0.60962,0.55218,0.42532,0.60791,0.46536
20 to 24,0.23828,0.06779,0.0828,0.22815,0.83997,0.35865,0.11785,0.06543,0.20712,0.45065,0.51176,0.45359,0.35033,0.3158,0.12791,0.12765
25 to 29,0.37571,0.23624,0.07299,0.0861,0.32613,0.78061,0.29126,0.08342,0.08286,0.17343,0.36093,0.55518,0.44075,0.33704,0.30816,0.10213
30 to 34,0.41938,0.41244,0.18279,0.05366,0.07923,0.24808,0.61743,0.20012,0.1488,0.07115,0.1802,0.46248,0.53853,0.53087,0.24702,0.14008
35 to 39,0.36232,0.39877,0.3175,0.19935,0.03778,0.05935,0.23147,0.55979,0.23518,0.14412,0.08868,0.17757,0.4175,0.58715,0.5067,0.28193
40 to 44,0.17297,0.28818,0.32641,0.31523,0.15066,0.03314,0.0908,0.17331,0.51577,0.19748,0.12719,0.08842,0.21425,0.44188,0.45971,0.26908
45 to 49,0.07735,0.12485,0.17076,0.31383,0.32371,0.11086,0.03589,0.05688,0.18335,0.49577,0.20127,0.18927,0.1051,0.15188,0.32292,0.2531
50 to 54,0.09311,0.06661,0.07385,0.17955,0.22891,0.21366,0.06768,0.04466,0.07296,0.19361,0.43457,0.30248,0.20804,0.17927,0.24084,0.28583
55 to 59,0.07482,0.07181,0.03278,0.06059,0.10702,0.12577,0.09306,0.04128,0.01916,0.051,0.17392,0.50275,0.28809,0.20436,0.12226,0.12435
60 to 64,0.053,0.04847,0.02408,0.03281,0.03219,0.06626,0.08657,0.06761,0.05557,0.02953,0.04939,0.1876,0.44757,0.20524,0.1892,0.05585
65 to 69,0.02172,0.02463,0.02311,0.01979,0.01068,0.02301,0.02177,0.04347,0.05576,0.023,0.01982,0.07791,0.16528,0.37189,0.17084,0.09833
70 to 74,0.00847,0.01235,0.01788,0.01002,0.00909,0.00483,0.01282,0.02073,0.02369,0.01963,0.01885,0.0162,0.04277,0.10503,0.24482,0.0683
75+,0.01145,0.01037,0.00931,0.00867,0.00965,0.01147,0.00734,0.00709,0.01487,0.03103,0.03534,0.03246,0.0106,0.02308,0.10791,0.07386
