Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.24827,0.57601,0.46003,0.25232,0.46262,0.81321,0.7386,0.67229,0.52037,0.27136,0.3788,0.4377,0.53074,0.28376,0.1768,0.1876
5 to 9,0.93392,0.5125,0.96133,0.45428,0.24879,0.44516,1.05334,1.0698,0.95608,0.63414,0.47766,0.64298,0.79128,0.61764,0.7054,0.31592
10 to 14,0.68745,0.86458,0.73313,0.65625,0.20929,0.1709,0.7213,0.93631,0.94858,0.69642,0.67902,0.4673,0.57092,0.5859,0.63183,0.55678
15 to 19,0.26908,0.3283,0.42861,0.39329,0.376,0.13803,0.10842,0.34421,0.49387,0.52672,0.42819,0.34938,0.33356,0.19761,0.34672,0.31446
20 to 24,0.42288,0.12404,0.11639,0.21878,0.25738,0.29831,0.1152,0.05758,0.11906,0.21186,0.24392,0.18288,0.14298,0.10319,0.05055,0.06844
25 to 29,0.41691,0.33511,0.10972,0.07408,0.23302,0.19737,0.24602,0.07118,0.04266,0.04605,0.08956,0.12375,0.09216,0.06258,0.07315,0.03461
30 to 34,0.37073,0.4201,0.25263,0.06762,0.06948,0.18996,0.16256,0.17288,0.13257,0.04085,0.06331,0.10195,0.10999,0.11574,0.05562,0.05814
35 to 39,0.28446,0.31521,0.2768,0.19332,0.03432,0.05464,0.18461,0.13485,0.17295,0.11086,0.04789,0.05311,0.08538,0.10015,0.09766,0.07818
40 to 44,0.16362,0.22857,0.20198,0.17248,0.0624,0.01895,0.0808,0.11893,0.10369,0.12197,0.08768,0.03746,0.05981,0.0745,0.08996,0.07733
45 to 49,0.07291,0.11461,0.10751,0.12027,0.07342,0.02208,0.02111,0.0408,0.09778,0.07978,0.10863,0.08511,0.04145,0.03174,0.05226,0.08142
50 to 54,0.08377,0.10354,0.09121,0.11556,0.0683,0.04316,0.02558,0.02747,0.05327,0.12332,0.09557,0.17177,0.10581,0.06702,0.0824,0.10035
55 to 59,0.06336,0.08887,0.04891,0.0494,0.04107,0.02672,0.02279,0.01691,0.01084,0.03222,0.11614,0.05559,0.13906,0.07027,0.05559,0.06593
60 to 64,0.0437,0.07437,0.04235,0.03838,0.01807,0.01739,0.02197,0.0199,0.02272,0.01858,0.03504,0.104,0.05834,0.08424,0.103,0.02836
65 to 69,0.02393,0.03806,0.04048,0.02299,0.00759,0.00846,0.00879,0.0135,0.0169,0.0099,0.01358,0.03893,0.08197,0.03821,0.08896,0.0637
70 to 74,0.00933,0.01775,0.02533,0.01261,0.00544,0.00198,0.00483,0.00657,0.00749,0.0058,0.01053,0.00982,0.02672,0.0508,0.03217,0.04299
75+,0.00719,0.00912,0.01001,0.0066,0.00436,0.00303,0.00305,0.00224,0.00472,0.01063,0.01131,0.01432,0.00429,0.01017,0.0461,0.01246
