Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.56829,0.6733,0.49067,0.30521,0.58586,1.09288,0.81483,0.7326,0.5096,0.26658,0.39503,0.5687,0.51736,0.34797,0.18424,0.14635
5 to 9,1.00294,0.80303,0.96494,0.47246,0.32768,0.51229,0.97227,1.02852,0.80266,0.48104,0.33216,0.54723,0.47506,0.48174,0.48265,0.18915
10 to 14,0.64587,0.867,1.10374,0.75453,0.29325,0.20044,0.56668,0.83335,0.78104,0.51615,0.4292,0.30655,0.27309,0.36322,0.3362,0.24487
15 to 19,0.32536,0.3829,0.60087,0.82245,0.67304,0.28828,0.12466,0.35286,0.49786,0.49455,0.39193,0.33787,0.2277,0.17208,0.24956,0.18611
20 to 24,0.48627,0.15001,0.16366,0.33545,0.73607,0.48375,0.15468,0.07761,0.15996,0.26021,0.29604,0.23851,0.14022,0.12995,0.05125,0.04988
25 to 29,0.63718,0.44858,0.14545,0.15622,0.45802,0.6074,0.32257,0.0989,0.07739,0.10906,0.20423,0.27234,0.16603,0.13189,0.12032,0.0395
30 to 34,0.61904,0.61465,0.2924,0.09203,0.13374,0.31272,0.35427,0.18745,0.12851,0.05381,0.11406,0.21778,0.18759,0.20027,0.09606,0.05394
35 to 39,0.51544,0.54983,0.44198,0.27369,0.06793,0.0957,0.2283,0.28636,0.17483,0.10109,0.06423,0.09548,0.15046,0.20654,0.17845,0.10692
40 to 44,0.28669,0.42417,0.42121,0.34671,0.17704,0.05141,0.10351,0.15237,0.21096,0.11351,0.08091,0.04974,0.08057,0.16038,0.15752,0.10086
45 to 49,0.14458,0.20686,0.2346,0.32103,0.31126,0.11868,0.04516,0.05851,0.12498,0.16216,0.10868,0.10147,0.04348,0.05608,0.11223,0.09007
50 to 54,0.1633,0.13022,0.12492,0.22298,0.2327,0.21404,0.07094,0.05117,0.05845,0.11033,0.13714,0.14596,0.08277,0.07541,0.09908,0.10547
55 to 59,0.14956,0.13474,0.06266,0.09028,0.13911,0.13511,0.08425,0.04304,0.01688,0.03503,0.10243,0.12315,0.09469,0.07819,0.05006,0.04668
60 to 64,0.09733,0.09891,0.04718,0.05492,0.04889,0.07973,0.07947,0.06306,0.04537,0.02212,0.03364,0.08497,0.08173,0.06528,0.07325,0.02165
65 to 69,0.05042,0.05255,0.04777,0.03379,0.02003,0.03332,0.02465,0.04088,0.04493,0.0158,0.01489,0.04274,0.05351,0.07087,0.05814,0.03757
70 to 74,0.01864,0.02502,0.0306,0.01664,0.01294,0.00657,0.01461,0.01904,0.0172,0.01214,0.01321,0.0092,0.01632,0.03442,0.04595,0.02432
75+,0.01459,0.01428,0.0127,0.00962,0.00961,0.00964,0.00638,0.00626,0.0104,0.01488,0.01583,0.01272,0.00339,0.00763,0.03601,0.01393
