Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.44746,0.30848,0.1586,0.0927,0.1806,0.53976,0.60278,0.48016,0.36248,0.28442,0.49776,1.18086,1.33872,1.13169,0.5085,0.71332
5 to 9,0.44815,0.67777,0.35996,0.15184,0.09256,0.23228,0.70373,0.70657,0.61489,0.52723,0.40833,1.14579,1.21494,1.58804,1.34924,0.92124
10 to 14,0.27216,0.44248,0.82397,0.32062,0.09457,0.08733,0.39228,0.60086,0.68954,0.63322,0.55369,0.64841,0.71248,1.21548,0.993,1.20873
15 to 19,0.13575,0.18347,0.29208,0.64966,0.28918,0.13249,0.08009,0.25668,0.48278,0.72799,0.56568,0.75194,0.6055,0.59282,0.736,0.94166
20 to 24,0.2346,0.06457,0.06297,0.15603,0.6493,0.29088,0.10327,0.04559,0.14317,0.4094,0.50116,0.56514,0.37819,0.43081,0.15488,0.26393
25 to 29,0.39782,0.24249,0.0553,0.05595,0.20429,0.75329,0.26324,0.0588,0.05555,0.15576,0.36326,0.71877,0.49381,0.46829,0.37756,0.21201
30 to 34,0.44781,0.46064,0.14488,0.03532,0.04836,0.20309,0.6595,0.1517,0.10272,0.06083,0.17712,0.60897,0.61128,0.73689,0.29789,0.28636
35 to 39,0.37516,0.44986,0.28026,0.15385,0.02235,0.04566,0.22088,0.49346,0.16543,0.12307,0.08312,0.22707,0.47033,0.82746,0.64045,0.54965
40 to 44,0.17415,0.31667,0.3032,0.24906,0.1008,0.02517,0.08077,0.13092,0.45505,0.18252,0.12418,0.11392,0.24376,0.62861,0.56312,0.54094
45 to 49,0.07567,0.12614,0.13981,0.22959,0.21808,0.09626,0.03094,0.04083,0.13408,0.54726,0.20481,0.2405,0.12024,0.22044,0.41472,0.52307
50 to 54,0.09183,0.06945,0.05834,0.1208,0.14702,0.18553,0.063,0.03168,0.05115,0.17882,0.5167,0.39751,0.23649,0.2563,0.294,0.59557
55 to 59,0.06819,0.07154,0.02465,0.04049,0.06621,0.10104,0.08362,0.02984,0.01308,0.04375,0.17191,0.80671,0.33543,0.28699,0.15063,0.25922
60 to 64,0.05079,0.04637,0.01735,0.02132,0.01917,0.05232,0.07522,0.04881,0.03846,0.02586,0.04734,0.24721,0.63592,0.30648,0.22793,0.11534
65 to 69,0.01924,0.02371,0.01809,0.01301,0.00603,0.01788,0.01859,0.03162,0.03911,0.02064,0.01905,0.09888,0.19898,0.67174,0.22832,0.20412
70 to 74,0.0084,0.01188,0.01359,0.00665,0.00524,0.00363,0.01109,0.0157,0.01586,0.01736,0.01747,0.02047,0.04629,0.15389,0.39941,0.13621
75+,0.01157,0.01113,0.00744,0.00597,0.00679,0.00975,0.00675,0.00477,0.01026,0.02865,0.03716,0.04434,0.01208,0.03399,0.13595,0.18948
