Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.43445,0.50322,0.4013,0.24551,0.4287,0.66526,0.57871,0.60255,0.46521,0.28505,0.4332,0.63469,0.73893,0.51,0.2843,0.23089
5 to 9,0.76586,0.62408,0.80745,0.37704,0.21877,0.32266,0.71499,0.87954,0.75842,0.52629,0.36072,0.60327,0.66909,0.70557,0.75658,0.30326
10 to 14,0.51824,0.69123,0.9992,0.66689,0.20385,0.11977,0.44184,0.77427,0.80038,0.61711,0.52447,0.37061,0.40646,0.5559,0.55047,0.40432
15 to 19,0.25672,0.2926,0.527,0.75962,0.51358,0.16817,0.08668,0.32283,0.5336,0.61941,0.49737,0.43607,0.35462,0.26864,0.41068,0.31311
20 to 24,0.39143,0.11052,0.12978,0.29095,0.61904,0.3093,0.10723,0.06206,0.16388,0.32096,0.37416,0.30703,0.22552,0.20546,0.08318,0.08334
25 to 29,0.50403,0.3651,0.11874,0.12302,0.34572,0.43724,0.23729,0.0789,0.06957,0.12823,0.25669,0.34968,0.27118,0.21108,0.204,0.06656
30 to 34,0.51579,0.51772,0.27759,0.07832,0.09855,0.20748,0.31058,0.1751,0.12107,0.05883,0.14076,0.28228,0.31284,0.33903,0.17564,0.09532
35 to 39,0.43694,0.47568,0.43355,0.269,0.0499,0.05943,0.1866,0.31078,0.18542,0.11884,0.07436,0.11481,0.25321,0.35646,0.33252,0.19914
40 to 44,0.24406,0.36473,0.41222,0.35601,0.15205,0.03252,0.07672,0.14551,0.26828,0.15665,0.10551,0.0616,0.13295,0.27727,0.30862,0.18965
45 to 49,0.11857,0.17152,0.22218,0.31442,0.26236,0.08078,0.03206,0.05137,0.14161,0.25509,0.15805,0.13032,0.06906,0.095,0.21477,0.17022
50 to 54,0.1234,0.09815,0.11291,0.20952,0.18935,0.14722,0.05336,0.04127,0.05898,0.15033,0.22059,0.20561,0.13372,0.11608,0.16987,0.18804
55 to 59,0.10913,0.09766,0.05527,0.08686,0.1135,0.09167,0.0648,0.03547,0.01605,0.04207,0.14384,0.21938,0.18369,0.13391,0.08591,0.08282
60 to 64,0.06874,0.06836,0.03786,0.04742,0.03807,0.05318,0.06005,0.05652,0.04418,0.02515,0.04167,0.12801,0.19291,0.13379,0.13919,0.0392
65 to 69,0.03463,0.03574,0.0379,0.0279,0.01453,0.0207,0.01868,0.03669,0.045,0.01878,0.01696,0.05562,0.11051,0.17205,0.12732,0.0732
70 to 74,0.01329,0.01818,0.02473,0.01382,0.00917,0.00417,0.0116,0.01787,0.0193,0.01615,0.01661,0.01154,0.02968,0.0728,0.12203,0.0533
75+,0.01038,0.01053,0.01025,0.00829,0.00696,0.00629,0.00492,0.00604,0.01145,0.02057,0.02155,0.0172,0.00619,0.0155,0.08372,0.03719
