Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.37133,0.76994,0.68639,0.4203,0.58494,0.94247,0.92604,0.94649,0.71898,0.36287,0.46723,0.578,0.62178,0.33492,0.19204,0.15801
5 to 9,0.91776,0.52911,1.04021,0.4979,0.27615,0.3722,0.90522,1.02638,0.86931,0.5839,0.36471,0.5584,0.56448,0.4799,0.38548,0.22113
10 to 14,0.57571,0.71422,0.7256,0.61003,0.19152,0.13991,0.47247,0.69404,0.67312,0.4916,0.42414,0.301,0.35162,0.32273,0.26505,0.24116
15 to 19,0.27956,0.30527,0.44276,0.48003,0.38462,0.18074,0.10534,0.2621,0.32792,0.37288,0.31694,0.29938,0.25452,0.17187,0.17266,0.19661
20 to 24,0.29331,0.10273,0.1041,0.19682,0.22405,0.26227,0.11504,0.05788,0.09257,0.1242,0.16476,0.15019,0.08758,0.10105,0.0285,0.05446
25 to 29,0.3979,0.31385,0.1318,0.12807,0.30756,0.19216,0.2664,0.10342,0.07411,0.07058,0.10313,0.15607,0.09793,0.07693,0.08081,0.02995
30 to 34,0.38597,0.40777,0.24481,0.08746,0.10503,0.20741,0.17224,0.16856,0.1284,0.06025,0.08737,0.12722,0.09742,0.13783,0.06621,0.03969
35 to 39,0.37579,0.38599,0.34301,0.22146,0.05901,0.09046,0.20341,0.1564,0.19613,0.13499,0.0862,0.08131,0.16314,0.14481,0.09328,0.07728
40 to 44,0.25529,0.31924,0.28838,0.20735,0.09988,0.04513,0.10644,0.16231,0.12751,0.1304,0.10157,0.05852,0.0897,0.16588,0.11429,0.10742
45 to 49,0.11913,0.1754,0.16523,0.16681,0.09587,0.05022,0.0458,0.06469,0.11312,0.09146,0.11191,0.14805,0.07508,0.07169,0.09993,0.13331
50 to 54,0.09757,0.10154,0.09584,0.1295,0.07942,0.05698,0.04014,0.04975,0.0516,0.09817,0.08866,0.14267,0.14868,0.12918,0.14367,0.17412
55 to 59,0.08066,0.10121,0.05411,0.06542,0.05927,0.03945,0.03301,0.0266,0.01446,0.04422,0.09848,0.08342,0.11444,0.13628,0.07283,0.12337
60 to 64,0.04944,0.06968,0.04487,0.04534,0.01948,0.02167,0.02263,0.03912,0.02913,0.02659,0.05034,0.08572,0.0546,0.09345,0.09987,0.04717
65 to 69,0.02372,0.03379,0.03338,0.02693,0.01139,0.01061,0.01059,0.01747,0.02799,0.01537,0.02329,0.06579,0.07912,0.0653,0.06296,0.06742
70 to 74,0.01152,0.015,0.02153,0.01145,0.00636,0.00303,0.00787,0.0076,0.00958,0.01033,0.0221,0.01518,0.03051,0.04866,0.03381,0.08873
75+,0.00438,0.00629,0.0056,0.00479,0.00458,0.00231,0.00182,0.00171,0.00421,0.01032,0.01506,0.02014,0.00535,0.00928,0.06062,0.01934
