Age_Band_i/Age_band_j,0 to 4,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75+
0 to 4,0.40644,0.51264,0.39224,0.25244,0.46651,0.79191,0.71621,0.70725,0.50934,0.30317,0.45473,0.67654,0.80312,0.59547,0.28469,0.24738
5 to 9,0.76992,0.59261,0.77908,0.38611,0.2463,0.38616,0.88914,1.02051,0.81554,0.5532,0.38012,0.64643,0.73199,0.8231,0.75315,0.32212
10 to 14,0.52216,0.69635,0.88535,0.65201,0.22423,0.14705,0.55086,0.88359,0.83377,0.62548,0.53011,0.38491,0.43837,0.6399,0.53981,0.42444
15 to 19,0.26301,0.30045,0.49491,0.69078,0.5385,0.20688,0.11301,0.37403,0.55267,0.61358,0.49326,0.44315,0.37642,0.30774,0.40337,0.32835
20 to 24,0.40065,0.11649,0.12776,0.2859,0.58481,0.36231,0.13848,0.07655,0.17475,0.31954,0.36869,0.30961,0.23455,0.23274,0.08197,0.08735
25 to 29,0.50311,0.37235,0.11808,0.1269,0.36472,0.45407,0.29409,0.09613,0.0779,0.13299,0.25422,0.35332,0.2791,0.23651,0.19621,0.06914
30 to 34,0.48695,0.50723,0.26421,0.08009,0.10715,0.23852,0.33531,0.19892,0.13278,0.06376,0.14475,0.28831,0.32322,0.37691,0.16642,0.09838
35 to 39,0.40683,0.44583,0.39153,0.25701,0.05498,0.0716,0.22201,0.31027,0.19117,0.12321,0.07791,0.12081,0.26317,0.39376,0.31138,0.20033
40 to 44,0.23575,0.34511,0.35792,0.32516,0.15481,0.03924,0.0963,0.16254,0.24361,0.15127,0.10574,0.06515,0.13966,0.30873,0.28815,0.19039
45 to 49,0.11876,0.16897,0.19811,0.28355,0.25247,0.09405,0.04162,0.06047,0.14301,0.21935,0.15003,0.13315,0.07398,0.10614,0.20298,0.17173
50 to 54,0.12574,0.10159,0.10629,0.19678,0.18638,0.16362,0.06758,0.05066,0.0636,0.14662,0.19019,0.20116,0.13999,0.13418,0.16553,0.19308
55 to 59,0.11368,0.10327,0.05343,0.08347,0.11491,0.10363,0.08024,0.04308,0.01797,0.04337,0.13788,0.18881,0.17931,0.14756,0.08352,0.08548
60 to 64,0.07192,0.07379,0.03803,0.04788,0.0402,0.0613,0.07488,0.06712,0.04858,0.02702,0.04226,0.12358,0.16535,0.13795,0.12923,0.04025
65 to 69,0.03687,0.03845,0.03807,0.02847,0.0159,0.0247,0.02349,0.04328,0.04879,0.01959,0.01775,0.05637,0.10605,0.15772,0.11306,0.07302
70 to 74,0.01383,0.01911,0.02465,0.0141,0.01005,0.005,0.01439,0.02073,0.02031,0.01649,0.01688,0.01196,0.02977,0.07503,0.0951,0.0508
75+,0.01062,0.0109,0.01009,0.00834,0.00752,0.00731,0.00612,0.0069,0.0119,0.02048,0.02108,0.0173,0.00627,0.01626,0.07255,0.03097
